dataset	display_name	readout	value
Rat 3 mg 1x 8wk	ASO 4	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 4	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 1	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 1	Acute FOB Score	3
Rat 3 mg 1x 8wk	ASO 1	Acute FOB Score	3
Rat 3 mg 1x 8wk	ASO 1	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 1	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 1	Max dFOB Score	1
Rat 3 mg 1x 8wk	ASO 1	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 1	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 1	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 1	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 1	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Acute FOB Score	4
Rat 3 mg 1x 8wk	ASO 6	Acute FOB Score	4
Rat 3 mg 1x 8wk	ASO 6	Acute FOB Score	4
Rat 3 mg 1x 8wk	ASO 6	Acute FOB Score	4
Rat 3 mg 1x 8wk	ASO 6	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 6	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 6	Max dFOB Score	1
Rat 3 mg 1x 8wk	ASO 6	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 6	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 6	Cord Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 6	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 6	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 6	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Acute FOB Score	1
Rat 3 mg 1x 8wk	ASO 3	Acute FOB Score	7
Rat 3 mg 1x 8wk	ASO 3	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 3	Acute FOB Score	7
Rat 3 mg 1x 8wk	ASO 3	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 3	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 3	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 3	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Acute FOB Score	1
Rat 3 mg 1x 8wk	ASO 2	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 2	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 2	Acute FOB Score	1
Rat 3 mg 1x 8wk	ASO 2	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 2	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 2	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 2	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 2	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 2	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 2	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 2	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Acute FOB Score	2
Rat 3 mg 1x 8wk	ASO 5	Acute FOB Score	2
Rat 3 mg 1x 8wk	ASO 5	Acute FOB Score	2
Rat 3 mg 1x 8wk	ASO 5	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 5	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 5	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 5	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 5	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 5	Cord Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 5	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 5	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 5	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 5	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Acute FOB Score	3
Rat 3 mg 1x 8wk	ASO 7	Acute FOB Score	2
Rat 3 mg 1x 8wk	ASO 7	Acute FOB Score	0
Rat 3 mg 1x 8wk	ASO 7	Acute FOB Score	2
Rat 3 mg 1x 8wk	ASO 7	Max dFOB Score	2
Rat 3 mg 1x 8wk	ASO 7	Max dFOB Score	1
Rat 3 mg 1x 8wk	ASO 7	Max dFOB Score	1
Rat 3 mg 1x 8wk	ASO 7	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 7	Cord Iba1 IHC Score	3
Rat 3 mg 1x 8wk	ASO 7	Cord Iba1 IHC Score	4
Rat 3 mg 1x 8wk	ASO 7	Cord Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Cord Iba1 IHC Score	3
Rat 3 mg 1x 8wk	ASO 7	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Brain Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 7	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 8	Acute FOB Score	6
Rat 3 mg 1x 8wk	ASO 8	Acute FOB Score	6
Rat 3 mg 1x 8wk	ASO 8	Acute FOB Score	6
Rat 3 mg 1x 8wk	ASO 8	Acute FOB Score	6
Rat 3 mg 1x 8wk	ASO 8	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 8	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 8	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 8	Max dFOB Score	0
Rat 3 mg 1x 8wk	ASO 8	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cord Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cord Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 8	Cord Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 8	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 8	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 8	Brain Iba1 IHC Score	0
Rat 3 mg 1x 8wk	ASO 8	Brain Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Iba1 IHC Score	2
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Iba1 IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Calbindin IHC Score	0
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Calbindin IHC Score	1
Rat 3 mg 1x 8wk	ASO 8	Cerebellum Calbindin IHC Score	0
