gene	dpi	dpi_label	log2fc	pval	p_bonf	celltype
Gm20580	170	terminal	0	1	1	0_none
Gm20581	170	terminal	0	1	1	0_none
Gm20594	170	terminal	-3.415	0.05152	1	0_none
Gm20597	170	terminal	1.902	0.001248	1	0_none
Gm20604	170	terminal	-0.1331	0.4762	1	0_none
Gm20605	170	terminal	-0.002584	0.9879	1	0_none
Gm2061	170	terminal	-0.02182	0.946	1	0_none
Gm2083	170	terminal	0	1	1	0_none
Gm2109	170	terminal	-3.034	0.08617	1	0_none
Gm216	170	terminal	1.016	0.02286	1	0_none
Gm2176	170	terminal	1.596	0.2768	1	0_none
Gm221	170	terminal	-0.4197	0.5029	1	0_none
Gm2381	170	terminal	-1.765	0.2972	1	0_none
Gm2382	170	terminal	0.6832	0.07349	1	0_none
Gm239	170	terminal	-0.5653	0.3573	1	0_none
Gm2447	170	terminal	-1.061	0.4446	1	0_none
Gm2506	170	terminal	-2.519	0.1532	1	0_none
Gm2516	170	terminal	0	1	1	0_none
Gm2518	170	terminal	0.06132	0.937	1	0_none
Gm266	170	terminal	0.6493	0.08491	1	0_none
Gm2663	170	terminal	0	1	1	0_none
Gm2694	170	terminal	-0.4571	0.397	1	0_none
Gm2696	170	terminal	0	1	1	0_none
Gm2721	170	terminal	-0.1343	0.8412	1	0_none
Gm2762	170	terminal	-0.979	0.02015	1	0_none
Gm2799	170	terminal	0	1	1	0_none
Gm2825	170	terminal	0	1	1	0_none
Gm2837	170	terminal	0	1	1	0_none
Gm2848	170	terminal	2.024	0.2161	1	0_none
Gm2863	170	terminal	0	1	1	0_none
Gm2897	170	terminal	-0.1885	0.6932	1	0_none
Gm2913	170	terminal	0	1	1	0_none
Gm2933	170	terminal	0	1	1	0_none
Gm3002	170	terminal	-0.1942	0.7665	1	0_none
Gm3020	170	terminal	-3.668	0.03924	1	0_none
Gm3086	170	terminal	-0.3778	0.2603	1	0_none
Gm3139	170	terminal	0	1	1	0_none
Gm3143	170	terminal	0	1	1	0_none
Gm3219	170	terminal	0.1163	0.8007	1	0_none
Gm3230	170	terminal	0.2514	0.5713	1	0_none
Gm3238	170	terminal	0	1	1	0_none
Gm3258	170	terminal	-0.4731	0.6067	1	0_none
Gm3264	170	terminal	-0.4997	0.5704	1	0_none
Gm3279	170	terminal	-0.07939	0.9215	1	0_none
Gm3285	170	terminal	0	1	1	0_none
Gm3286	170	terminal	0	1	1	0_none
Gm3317	170	terminal	-1.341	0.3077	1	0_none
Gm3336	170	terminal	-1.746	0.2997	1	0_none
Gm3383	170	terminal	-1.746	0.2997	1	0_none
Gm3402	170	terminal	0	1	1	0_none
Gm3404	170	terminal	0	1	1	0_none
Gm3409	170	terminal	0	1	1	0_none
Gm3414	170	terminal	-0.2604	0.6767	1	0_none
Gm3415	170	terminal	0	1	1	0_none
Gm3417	170	terminal	2.84	0.08969	1	0_none
Gm3428	170	terminal	0	1	1	0_none
Gm3434	170	terminal	0	1	1	0_none
Gm3435	170	terminal	1.236	0.009599	1	0_none
Gm3448	170	terminal	2.84	0.08969	1	0_none
Gm3494	170	terminal	-1.341	0.3076	1	0_none
Gm3500	170	terminal	3.347	0.04351	1	0_none
Gm3604	170	terminal	-0.03647	0.9658	1	0_none
Gm362	170	terminal	0	1	1	0_none
Gm364	170	terminal	-1.759	0.298	1	0_none
Gm3646	170	terminal	-1.746	0.2997	1	0_none
Gm3696	170	terminal	-1.213	0.01116	1	0_none
Gm3701	170	terminal	0	1	1	0_none
Gm3706	170	terminal	0	1	1	0_none
Gm3716	170	terminal	1.258	0.1937	1	0_none
Gm3750	170	terminal	0	1	1	0_none
Gm3763	170	terminal	0	1	1	0_none
Gm3776	170	terminal	0	1	1	0_none
Gm382	170	terminal	0	1	1	0_none
Gm3833	170	terminal	0	1	1	0_none
Gm3852	170	terminal	0	1	1	0_none
Gm3893	170	terminal	-0.6599	0.3243	1	0_none
Gm3925	170	terminal	0	1	1	0_none
Gm3985	170	terminal	0	1	1	0_none
Gm4013	170	terminal	0.876	0.1963	1	0_none
Gm4027	170	terminal	0	1	1	0_none
Gm4070	170	terminal	0.7968	0.303	1	0_none
Gm41	170	terminal	0	1	1	0_none
Gm410	170	terminal	-0.9449	0.0575	1	0_none
Gm4133	170	terminal	0	1	1	0_none
Gm4141	170	terminal	0	1	1	0_none
Gm4172	170	terminal	0	1	1	0_none
Gm4175	170	terminal	0	1	1	0_none
Gm4177	170	terminal	0	1	1	0_none
Gm4179	170	terminal	0	1	1	0_none
Gm4187	170	terminal	0	1	1	0_none
Gm4201	170	terminal	0	1	1	0_none
Gm4214	170	terminal	0	1	1	0_none
Gm4216	170	terminal	0	1	1	0_none
Gm4220	170	terminal	0	1	1	0_none
Gm4224	170	terminal	0	1	1	0_none
Gm4251	170	terminal	3.744	0.0222	1	0_none
Gm4262	170	terminal	1.957	0.09731	1	0_none
Gm4265	170	terminal	-2.48	0.05373	1	0_none
Gm4278	170	terminal	0	1	1	0_none
Gm428	170	terminal	0	1	1	0_none
Gm4285	170	terminal	0.2489	0.4964	1	0_none
Gm4297	170	terminal	0	1	1	0_none
Gm4301	170	terminal	0	1	1	0_none
Gm4302	170	terminal	0	1	1	0_none
Gm4303	170	terminal	0	1	1	0_none
Gm4305	170	terminal	0	1	1	0_none
Gm4307	170	terminal	0	1	1	0_none
Gm4312	170	terminal	0	1	1	0_none
Gm4340	170	terminal	0	1	1	0_none
Gm4345	170	terminal	0	1	1	0_none
Gm4349	170	terminal	-0.3008	0.7365	1	0_none
Gm436	170	terminal	0	1	1	0_none
Gm4371	170	terminal	0.0288	0.9484	1	0_none
Gm438	170	terminal	0	1	1	0_none
Gm44	170	terminal	0	1	1	0_none
Gm4461	170	terminal	0.09062	0.8954	1	0_none
Gm4477	170	terminal	-2.134	0.1331	1	0_none
Gm4489	170	terminal	0	1	1	0_none
Gm4498	170	terminal	0	1	1	0_none
Gm4532	170	terminal	0.2012	0.6607	1	0_none
Gm4541	170	terminal	0	1	1	0_none
Gm4566	170	terminal	0	1	1	0_none
Gm4567	170	terminal	0	1	1	0_none
Gm4598	170	terminal	0.6181	0.5741	1	0_none
Gm4636	170	terminal	-0.2291	0.5028	1	0_none
Gm4684	170	terminal	0	1	1	0_none
Gm4710	170	terminal	0	1	1	0_none
Gm4719	170	terminal	-1.759	0.298	1	0_none
Gm4724	170	terminal	-0.8163	0.5229	1	0_none
Gm4736	170	terminal	0	1	1	0_none
Gm4745	170	terminal	0	1	1	0_none
Gm4759	170	terminal	0	1	1	0_none
Gm4763	170	terminal	0	1	1	0_none
Gm4776	170	terminal	0	1	1	0_none
Gm4787	170	terminal	-0.2857	0.6159	1	0_none
Gm4788	170	terminal	0.3133	0.8039	1	0_none
Gm4791	170	terminal	-1.37	0.3407	1	0_none
Gm4792	170	terminal	0.3072	0.7767	1	0_none
Gm4794	170	terminal	0	1	1	0_none
Gm4814	170	terminal	0.5503	0.5967	1	0_none
Gm4827	170	terminal	2.024	0.2161	1	0_none
Gm4832	170	terminal	2.024	0.2161	1	0_none
Gm4836	170	terminal	0	1	1	0_none
Gm4841	170	terminal	4.075	7.684e-5	1	0_none
Gm4846	170	terminal	0	1	1	0_none
Gm4847	170	terminal	0	1	1	0_none
Gm4850	170	terminal	0	1	1	0_none
Gm4858	170	terminal	0	1	1	0_none
Gm4861	170	terminal	-2.854	0.02424	1	0_none
Gm4871	170	terminal	0	1	1	0_none
Gm4884	170	terminal	0	1	1	0_none
Gm4890	170	terminal	0.5283	0.3179	1	0_none
Gm4894	170	terminal	0	1	1	0_none
Gm4906	170	terminal	0	1	1	0_none
Gm4907	170	terminal	-1.765	0.2972	1	0_none
Gm4922	170	terminal	0	1	1	0_none
Gm4925	170	terminal	-0.104	0.8819	1	0_none
Gm4926	170	terminal	-0.7724	0.2414	1	0_none
Gm4934	170	terminal	1.293	0.03853	1	0_none
Gm4937	170	terminal	0	1	1	0_none
Gm4944	170	terminal	0.08917	0.8814	1	0_none
Gm4952	170	terminal	1.243	0.07917	1	0_none
Gm4956	170	terminal	2.024	0.2161	1	0_none
Gm4961	170	terminal	3.113	0.002146	1	0_none
Gm4971	170	terminal	0	1	1	0_none
Gm4975	170	terminal	-1.765	0.2972	1	0_none
Gm4980	170	terminal	0.3403	0.2563	1	0_none
Gm4981	170	terminal	2.829	0.09052	1	0_none
Gm4984	170	terminal	-1.759	0.298	1	0_none
Gm5	170	terminal	-0.123	0.9015	1	0_none
Gm5039	170	terminal	0	1	1	0_none
Gm505	170	terminal	-0.01302	0.9531	1	0_none
Gm5065	170	terminal	0	1	1	0_none
Gm5069	170	terminal	0.5516	0.03986	1	0_none
Gm5071	170	terminal	0	1	1	0_none
Gm5072	170	terminal	0	1	1	0_none
Gm5077	170	terminal	0.5486	0.3075	1	0_none
Gm5082	170	terminal	-1.765	0.2972	1	0_none
Gm5083	170	terminal	-0.3343	0.5589	1	0_none
Gm5084	170	terminal	-1.493	0.1886	1	0_none
Gm5087	170	terminal	-0.31	0.6435	1	0_none
Gm5088	170	terminal	0	1	1	0_none
Gm5091	170	terminal	0	1	1	0_none
Gm5095	170	terminal	0	1	1	0_none
Gm5105	170	terminal	-0.2291	0.7808	1	0_none
Gm5108	170	terminal	2.004	0.2183	1	0_none
Gm5111	170	terminal	-0.5915	0.6163	1	0_none
Gm5113	170	terminal	-0.395	0.04834	1	0_none
Gm5114	170	terminal	0	1	1	0_none
Gm5122	170	terminal	-0.1991	0.8799	1	0_none
Gm5124	170	terminal	-0.847	4.115e-4	1	0_none
Gm5126	170	terminal	-0.02382	0.9494	1	0_none
Gm5127	170	terminal	-0.8893	0.3316	1	0_none
Gm5128	170	terminal	0	1	1	0_none
Gm5129	170	terminal	3.328	0.04442	1	0_none
Gm5132	170	terminal	-0.4982	0.7471	1	0_none
Gm5134	170	terminal	-0.3505	0.6	1	0_none
Gm5136	170	terminal	-2.524	0.1527	1	0_none
Gm514	170	terminal	-0.4637	0.258	1	0_none
Gm5141	170	terminal	-0.3268	0.5734	1	0_none
Gm5142	170	terminal	0	1	1	0_none
Gm5148	170	terminal	-0.02785	0.9412	1	0_none
Gm5150	170	terminal	0	1	1	0_none
Gm5151	170	terminal	-0.541	0.08032	1	0_none
Gm5166	170	terminal	0	1	1	0_none
Gm5168	170	terminal	0	1	1	0_none
Gm5169	170	terminal	0	1	1	0_none
Gm5176	170	terminal	-0.9031	0.2192	1	0_none
Gm5177	170	terminal	2.888	0.03619	1	0_none
Gm525	170	terminal	0	1	1	0_none
Gm527	170	terminal	-0.07771	0.8169	1	0_none
Gm5294	170	terminal	0	1	1	0_none
Gm53	170	terminal	0	1	1	0_none
Gm5325	170	terminal	0	1	1	0_none
Gm5326	170	terminal	0	1	1	0_none
Gm5334	170	terminal	2.024	0.2161	1	0_none
Gm5346	170	terminal	0	1	1	0_none
Gm5347	170	terminal	0	1	1	0_none
Gm5382	170	terminal	0	1	1	0_none
Gm5409	170	terminal	0	1	1	0_none
Gm5414	170	terminal	0	1	1	0_none
Gm5415	170	terminal	-0.1578	0.8835	1	0_none
Gm5416	170	terminal	0	1	1	0_none
Gm5420	170	terminal	3.719	0.02296	1	0_none
Gm5424	170	terminal	0.3796	0.0389	1	0_none
Gm5434	170	terminal	2.024	0.2161	1	0_none
Gm5441	170	terminal	0	1	1	0_none
Gm5458	170	terminal	-0.8313	0.3386	1	0_none
Gm5460	170	terminal	0	1	1	0_none
Gm5464	170	terminal	-0.4977	0.6373	1	0_none
Gm5465	170	terminal	0.03351	0.9452	1	0_none
Gm5468	170	terminal	-0.4892	0.3018	1	0_none
Gm5475	170	terminal	-2.508	0.1544	1	0_none
Gm5476	170	terminal	0	1	1	0_none
Gm5477	170	terminal	0	1	1	0_none
Gm5478	170	terminal	0	1	1	0_none
Gm5480	170	terminal	1.349	0.2215	1	0_none
Gm5483	170	terminal	0	1	1	0_none
Gm5485	170	terminal	0	1	1	0_none
Gm5494	170	terminal	0	1	1	0_none
Gm5506	170	terminal	-0.1917	0.3123	1	0_none
Gm5512	170	terminal	-0.1997	0.3035	1	0_none
Gm5523	170	terminal	-0.5008	0.7459	1	0_none
Gm5531	170	terminal	-1.765	0.2972	1	0_none
Gm5535	170	terminal	0.612	0.2676	1	0_none
Gm5538	170	terminal	0	1	1	0_none
Gm5544	170	terminal	-1.942	0.1908	1	0_none
Gm5547	170	terminal	3.481	0.009985	1	0_none
Gm5577	170	terminal	0.01725	0.955	1	0_none
Gm5591	170	terminal	0	1	1	0_none
Gm5592	170	terminal	0	1	1	0_none
Gm5595	170	terminal	0.02865	0.9657	1	0_none
Gm5607	170	terminal	-0.5261	0.02311	1	0_none
Gm561	170	terminal	-0.06034	0.8307	1	0_none
Gm5615	170	terminal	2.024	0.2161	1	0_none
Gm5617	170	terminal	0.4229	0.3628	1	0_none
Gm5622	170	terminal	3.342	0.04374	1	0_none
Gm5627	170	terminal	0	1	1	0_none
Gm5634	170	terminal	0	1	1	0_none
Gm5635	170	terminal	0	1	1	0_none
Gm5640	170	terminal	0.7558	0.2844	1	0_none
Gm5643	170	terminal	0.03603	0.8299	1	0_none
Gm5662	170	terminal	0	1	1	0_none
Gm5712	170	terminal	0	1	1	0_none
Gm572	170	terminal	3.341	0.004722	1	0_none
Gm5725	170	terminal	0	1	1	0_none
Gm5726	170	terminal	0	1	1	0_none
Gm5728	170	terminal	0	1	1	0_none
Gm5741	170	terminal	-0.1972	0.8631	1	0_none
Gm5766	170	terminal	0	1	1	0_none
Gm5771	170	terminal	0	1	1	0_none
Gm5779	170	terminal	0	1	1	0_none
Gm5796	170	terminal	-0.3933	0.574	1	0_none
Gm5797	170	terminal	2.004	0.2183	1	0_none
Gm5800	170	terminal	0	1	1	0_none
Gm5801	170	terminal	-0.1037	0.585	1	0_none
Gm5803	170	terminal	0.2452	0.8796	1	0_none
Gm581	170	terminal	0.8024	0.2001	1	0_none
Gm5820	170	terminal	-0.4391	0.3765	1	0_none
Gm5833	170	terminal	0	1	1	0_none
Gm5860	170	terminal	-0.6234	0.6344	1	0_none
Gm5868	170	terminal	-1.759	0.298	1	0_none
Gm5878	170	terminal	0.329	0.7272	1	0_none
Gm5885	170	terminal	0	1	1	0_none
Gm5886	170	terminal	0	1	1	0_none
Gm5887	170	terminal	1.089	0.21560000000000001	1	0_none
Gm5891	170	terminal	0	1	1	0_none
Gm5894	170	terminal	0	1	1	0_none
Gm590	170	terminal	-1.37	0.3528	1	0_none
Gm5901	170	terminal	-0.5086	0.7427	1	0_none
Gm5916	170	terminal	0	1	1	0_none
Gm5918	170	terminal	0.528	0.09712	1	0_none
Gm5925	170	terminal	0	1	1	0_none
Gm5934	170	terminal	0	1	1	0_none
Gm5935	170	terminal	0	1	1	0_none
Gm5936	170	terminal	-0.4989	0.571	1	0_none
Gm5938	170	terminal	0	1	1	0_none
Gm5941	170	terminal	0	1	1	0_none
Gm595	170	terminal	0	1	1	0_none
Gm597	170	terminal	0	1	1	0_none
Gm600	170	terminal	4.816	0.002505	1	0_none
Gm6026	170	terminal	0	1	1	0_none
Gm6034	170	terminal	2.266	0.1009	1	0_none
Gm6040	170	terminal	0	1	1	0_none
Gm6042	170	terminal	0	1	1	0_none
Gm606	170	terminal	0.316	0.5587	1	0_none
Gm608	170	terminal	-0.4311	0.007689	1	0_none
Gm6084	170	terminal	0	1	1	0_none
Gm6086	170	terminal	1.081	0.4811	1	0_none
Gm609	170	terminal	0.4905	0.3985	1	0_none
Gm6116	170	terminal	0	1	1	0_none
Gm6121	170	terminal	0	1	1	0_none
Gm614	170	terminal	2.296	0.1114	1	0_none
Gm6150	170	terminal	1.443	0.1849	1	0_none
Gm6164	170	terminal	0	1	1	0_none
Gm6194	170	terminal	0	1	1	0_none
Gm6213	170	terminal	0	1	1	0_none
Gm6222	170	terminal	0.3208	0.7506	1	0_none
Gm6225	170	terminal	0.5035	0.3214	1	0_none
Gm6249	170	terminal	-1.152	0.3371	1	0_none
Gm6251	170	terminal	1.276	0.1675	1	0_none
Gm6260	170	terminal	0.2928	0.8308	1	0_none
Gm6268	170	terminal	0	1	1	0_none
Gm6277	170	terminal	0.1402	0.7136	1	0_none
Gm6289	170	terminal	0	1	1	0_none
Gm6300	170	terminal	-0.1465	0.8445	1	0_none
Gm6307	170	terminal	1.06	0.4883	1	0_none
Gm6313	170	terminal	0	1	1	0_none
Gm6320	170	terminal	-1.308	0.2048	1	0_none
Gm6329	170	terminal	0	1	1	0_none
Gm6367	170	terminal	0	1	1	0_none
Gm6370	170	terminal	0	1	1	0_none
Gm6377	170	terminal	1.266	0.2416	1	0_none
Gm6402	170	terminal	0.1915	0.8341	1	0_none
Gm6406	170	terminal	-1.746	0.2997	1	0_none
Gm6408	170	terminal	2.283	0.1136	1	0_none
Gm6416	170	terminal	0	1	1	0_none
Gm6432	170	terminal	0	1	1	0_none
Gm6455	170	terminal	0	1	1	0_none
Gm6460	170	terminal	0	1	1	0_none
Gm648	170	terminal	0.2463	0.8792	1	0_none
Gm6484	170	terminal	0	1	1	0_none
Gm6498	170	terminal	-0.5511	0.5885	1	0_none
Gm6524	170	terminal	0	1	1	0_none
Gm6525	170	terminal	-1.746	0.2997	1	0_none
Gm6531	170	terminal	0	1	1	0_none
Gm6537	170	terminal	0.6697	0.2222	1	0_none
Gm6567	170	terminal	0.6442	0.5763	1	0_none
Gm6568	170	terminal	-1.765	0.2972	1	0_none
Gm6578	170	terminal	0	1	1	0_none
Gm6583	170	terminal	4.02	0.008703	1	0_none
Gm6588	170	terminal	0	1	1	0_none
Gm6592	170	terminal	0	1	1	0_none
Gm6602	170	terminal	-1.759	0.298	1	0_none
Gm6607	170	terminal	0	1	1	0_none
Gm6614	170	terminal	1.044	0.4939	1	0_none
Gm6623	170	terminal	3.062	0.009526	1	0_none
Gm6634	170	terminal	0.2577	0.8749	1	0_none
Gm6639	170	terminal	0	1	1	0_none
Gm6642	170	terminal	0	1	1	0_none
Gm6644	170	terminal	0.1223	0.5001	1	0_none
Gm6654	170	terminal	2.011	0.2176	1	0_none
Gm6682	170	terminal	-0.5562	0.3458	1	0_none
Gm6696	170	terminal	0	1	1	0_none
Gm6710	170	terminal	-0.998	0.1476	1	0_none
Gm6760	170	terminal	0	1	1	0_none
Gm6772	170	terminal	2.011	0.2176	1	0_none
Gm6787	170	terminal	-0.2043	0.7806	1	0_none
Gm6792	170	terminal	2.004	0.2183	1	0_none
Gm6793	170	terminal	-0.1681	0.3917	1	0_none
Gm6812	170	terminal	0	1	1	0_none
Gm684	170	terminal	0.9579	0.02605	1	0_none
Gm6878	170	terminal	0	1	1	0_none
Gm6880	170	terminal	0	1	1	0_none
Gm6890	170	terminal	0	1	1	0_none
Gm6904	170	terminal	2.824	0.09095	1	0_none
Gm6907	170	terminal	1.66	9.51e-4	1	0_none
Gm6927	170	terminal	2.024	0.2161	1	0_none
Gm6936	170	terminal	-3.403	0.05219	1	0_none
Gm6938	170	terminal	-1.109	0.3419	1	0_none
Gm694	170	terminal	0.4947	0.2363	1	0_none
Gm6981	170	terminal	-0.3248	0.5241	1	0_none
Gm6994	170	terminal	2.011	0.2176	1	0_none
Gm7008	170	terminal	-0.5104	0.483	1	0_none
Gm7030	170	terminal	2.813	0.09178	1	0_none
Gm7056	170	terminal	0	1	1	0_none
Gm7073	170	terminal	0	1	1	0_none
Gm7092	170	terminal	-3.392	0.05288	1	0_none
Gm7102	170	terminal	0	1	1	0_none
Gm7104	170	terminal	0	1	1	0_none
Gm711	170	terminal	0.577	0.2934	1	0_none
Gm7120	170	terminal	-0.09132	0.6832	1	0_none
Gm7134	170	terminal	0	1	1	0_none
Gm7157	170	terminal	0	1	1	0_none
Gm7168	170	terminal	0	1	1	0_none
Gm7173	170	terminal	-1.451	0.2022	1	0_none
Gm7244	170	terminal	-1.746	0.2997	1	0_none
Gm7257	170	terminal	-1.765	0.2972	1	0_none
Gm7271	170	terminal	0	1	1	0_none
Gm732	170	terminal	0	1	1	0_none
Gm7325	170	terminal	0	1	1	0_none
Gm7334	170	terminal	0.1123	0.7563	1	0_none
Gm7337	170	terminal	0	1	1	0_none
Gm7367	170	terminal	-0.009458	0.9731	1	0_none
Gm7444	170	terminal	0	1	1	0_none
Gm7457	170	terminal	0.3119	0.8032	1	0_none
Gm749	170	terminal	0	1	1	0_none
Gm7534	170	terminal	0	1	1	0_none
Gm7538	170	terminal	0	1	1	0_none
Gm7550	170	terminal	0	1	1	0_none
Gm757	170	terminal	0	1	1	0_none
Gm7609	170	terminal	3.361	0.04283	1	0_none
Gm7616	170	terminal	0	1	1	0_none
Gm765	170	terminal	-1.626	0.2299	1	0_none
Gm766	170	terminal	0.9639	0.2425	1	0_none
Gm7694	170	terminal	0.2362	0.3598	1	0_none
Gm7714	170	terminal	0	1	1	0_none
Gm773	170	terminal	0	1	1	0_none
Gm7849	170	terminal	0	1	1	0_none
Gm7854	170	terminal	-0.1717	0.8071	1	0_none
Gm7861	170	terminal	0	1	1	0_none
Gm7903	170	terminal	0	1	1	0_none
Gm7904	170	terminal	0.04666	0.9707	1	0_none
Gm7977	170	terminal	-1.765	0.2972	1	0_none
Gm805	170	terminal	3.361	0.04283	1	0_none
Gm806	170	terminal	2.024	0.2161	1	0_none
Gm8096	170	terminal	0	1	1	0_none
Gm813	170	terminal	-1.759	0.298	1	0_none
Gm815	170	terminal	0	1	1	0_none
Gm8179	170	terminal	2.004	0.2183	1	0_none
Gm8221	170	terminal	2.84	0.08969	1	0_none
Gm8234	170	terminal	0.1814	0.8091	1	0_none
Gm826	170	terminal	1.839	0.04708	1	0_none
Gm8267	170	terminal	0	1	1	0_none
Gm829	170	terminal	1.054	0.4901	1	0_none
Gm8298	170	terminal	0	1	1	0_none
Gm8300	170	terminal	0	1	1	0_none
Gm833	170	terminal	1.949	0.2177	1	0_none
Gm8348	170	terminal	-3.668	0.03927	1	0_none
Gm8369	170	terminal	1.102	0.3066	1	0_none
Gm839	170	terminal	2.807	0.09221	1	0_none
Gm8439	170	terminal	0	1	1	0_none
Gm8453	170	terminal	0	1	1	0_none
Gm853	170	terminal	1.186	0.3472	1	0_none
Gm8579	170	terminal	0	1	1	0_none
Gm8580	170	terminal	1.065	0.4866	1	0_none
Gm8615	170	terminal	-0.2926	0.6463	1	0_none
Gm8633	170	terminal	0	1	1	0_none
Gm8660	170	terminal	0	1	1	0_none
Gm8677	170	terminal	0	1	1	0_none
Gm8693	170	terminal	0	1	1	0_none
Gm8709	170	terminal	0	1	1	0_none
Gm872	170	terminal	0.2638	0.5633	1	0_none
Gm8720	170	terminal	0	1	1	0_none
Gm8765	170	terminal	0	1	1	0_none
Gm8773	170	terminal	-0.07017	0.9525	1	0_none
Gm8787	170	terminal	-0.5487	0.5067	1	0_none
Gm88	170	terminal	-0.5329	0.01203	1	0_none
Gm8801	170	terminal	2.495	0.05648	1	0_none
Gm8817	170	terminal	0	1	1	0_none
Gm884	170	terminal	0	1	1	0_none
Gm8882	170	terminal	0	1	1	0_none
Gm8883	170	terminal	0	1	1	0_none
Gm8884	170	terminal	0	1	1	0_none
Gm889	170	terminal	-1.064	0.1065	1	0_none
Gm8898	170	terminal	0.3125	0.8033	1	0_none
Gm8909	170	terminal	0	1	1	0_none
Gm8979	170	terminal	0	1	1	0_none
Gm8989	170	terminal	0	1	1	0_none
Gm8994	170	terminal	0	1	1	0_none
Gm9	170	terminal	0	1	1	0_none
Gm904	170	terminal	0	1	1	0_none
Gm9041	170	terminal	0	1	1	0_none
Gm9047	170	terminal	2.004	0.2183	1	0_none
Gm9054	170	terminal	0.881	0.3306	1	0_none
Gm906	170	terminal	0	1	1	0_none
Gm9079	170	terminal	0.4499	0.2615	1	0_none
Gm9112	170	terminal	0	1	1	0_none
Gm9125	170	terminal	0	1	1	0_none
Gm9159	170	terminal	0	1	1	0_none
Gm9199	170	terminal	0	1	1	0_none
Gm9268	170	terminal	0	1	1	0_none
Gm9320	170	terminal	-0.3553	0.7582	1	0_none
Gm933	170	terminal	0	1	1	0_none
Gm9376	170	terminal	0	1	1	0_none
Gm94	170	terminal	0	1	1	0_none
Gm949	170	terminal	0.259	0.8745	1	0_none
Gm9513	170	terminal	0	1	1	0_none
Gm9524	170	terminal	-0.5687	0.6791	1	0_none
Gm9573	170	terminal	0	1	1	0_none
Gm960	170	terminal	-0.7028	0.07607	1	0_none
Gm962	170	terminal	-0.3376	0.2824	1	0_none
Gm9696	170	terminal	1.942	0.2199	1	0_none
Gm97	170	terminal	0	1	1	0_none
Gm9705	170	terminal	0	1	1	0_none
Gm9731	170	terminal	0	1	1	0_none
Gm9733	170	terminal	0	1	1	0_none
Gm9758	170	terminal	0.2399	0.8816	1	0_none
Gm9766	170	terminal	-0.9753	0.01452	1	0_none
Gm9767	170	terminal	-0.2236	0.7866	1	0_none
Gm9776	170	terminal	0.6676	0.04367	1	0_none
Gm9781	170	terminal	-0.0939	0.7099	1	0_none
Gm98	170	terminal	0.04411	0.8277	1	0_none
Gm9833	170	terminal	-0.009917	0.9817	1	0_none
Gm9839	170	terminal	0	1	1	0_none
Gm9846	170	terminal	0.4127	0.005966	1	0_none
Gm9855	170	terminal	0.2125	0.2643	1	0_none
Gm9866	170	terminal	-0.5822	0.02758	1	0_none
Gm9871	170	terminal	0	1	1	0_none
Gm9895	170	terminal	0.8638	0.2946	1	0_none
Gm9897	170	terminal	0.1228	0.7829	1	0_none
Gm9899	170	terminal	-0.1495	0.5922	1	0_none
Gm9920	170	terminal	0.2887	0.8397	1	0_none
Gm9926	170	terminal	-0.6089	0.5473	1	0_none
Gm9958	170	terminal	0.4049	0.3277	1	0_none
Gm996	170	terminal	-0.4762	0.001515	1	0_none
Gm9961	170	terminal	0	1	1	0_none
Gm9962	170	terminal	-0.8558	0.07108	1	0_none
Gm9992	170	terminal	2.024	0.2161	1	0_none
Gm9994	170	terminal	-1.765	0.2972	1	0_none
Gm9999	170	terminal	4.264	0.01055	1	0_none
Gmcl1	170	terminal	-0.09286	0.597	1	0_none
Gmcl1l	170	terminal	0	1	1	0_none
Gmds	170	terminal	0.1411	0.6312	1	0_none
Gmeb1	170	terminal	0.1301	0.4674	1	0_none
Gmeb2	170	terminal	-0.03832	0.8268	1	0_none
Gmfb	170	terminal	0.0115	0.9442	1	0_none
Gmip	170	terminal	0.5175	0.02038	1	0_none
Gml	170	terminal	0	1	1	0_none
Gmnn	170	terminal	0.1807	0.6437	1	0_none
Gmppa	170	terminal	0.1786	0.2892	1	0_none
Gmppb	170	terminal	0.02337	0.9243	1	0_none
Gmpr	170	terminal	0.09342	0.6247	1	0_none
Gmpr2	170	terminal	0.05604	0.7735	1	0_none
Gmps	170	terminal	-0.4745	0.00801	1	0_none
Gna11	170	terminal	-0.1627	0.3058	1	0_none
Gna14	170	terminal	1.004	0.02522	1	0_none
Gnai1	170	terminal	-0.6408	2.012e-4	1	0_none
Gnai3	170	terminal	0.3903	0.04576	1	0_none
Gnaq	170	terminal	-0.4832	0.0138	1	0_none
Gnas	170	terminal	-0.2317	0.1953	1	0_none
Gnat1	170	terminal	1.296	0.1623	1	0_none
Gnat2	170	terminal	1.265	0.2371	1	0_none
Gnat3	170	terminal	0	1	1	0_none
Gnaz	170	terminal	-0.7459	1.311e-4	1	0_none
Gnb1	170	terminal	-0.1435	0.396	1	0_none
Gnb1l	170	terminal	-0.04413	0.8889	1	0_none
Gnb2	170	terminal	-0.063	0.692	1	0_none
Gnb2l1	170	terminal	0.3601	0.01253	1	0_none
Gnb3	170	terminal	-1.353	0.1152	1	0_none
Gnb4	170	terminal	-0.3306	0.1522	1	0_none
Gnb5	170	terminal	-0.3284	0.04743	1	0_none
Gne	170	terminal	-0.2609	0.1589	1	0_none
Gng10	170	terminal	0.6332	3.59e-4	1	0_none
Gng13	170	terminal	-0.3792	0.2945	1	0_none
