gene	dpi	dpi_label	log2fc	pval	p_bonf	celltype
Gm10432	170	terminal	-0.437	0.2358	1	0_none
Gm10433	170	terminal	-0.4363	0.5226	1	0_none
Gm10436	170	terminal	0	1	1	0_none
Gm10439	170	terminal	0	1	1	0_none
Gm10440	170	terminal	3.323	0.04466	1	0_none
Gm10445	170	terminal	0	1	1	0_none
Gm1045	170	terminal	0	1	1	0_none
Gm10451	170	terminal	-0.6534	0.3219	1	0_none
Gm10466	170	terminal	0	1	1	0_none
Gm10471	170	terminal	-1.002	0.5025	1	0_none
Gm10474	170	terminal	-0.4407	0.606	1	0_none
Gm10485	170	terminal	2.84	0.08969	1	0_none
Gm10486	170	terminal	0	1	1	0_none
Gm10487	170	terminal	0	1	1	0_none
Gm10488	170	terminal	0	1	1	0_none
Gm10494	170	terminal	1.013	0.3972	1	0_none
Gm10509	170	terminal	-0.242	0.6545	1	0_none
Gm10510	170	terminal	0	1	1	0_none
Gm10512	170	terminal	0	1	1	0_none
Gm10516	170	terminal	-0.06405	0.8112	1	0_none
Gm10532	170	terminal	1.261	0.2221	1	0_none
Gm10536	170	terminal	-2.137	0.1021	1	0_none
Gm10538	170	terminal	0	1	1	0_none
Gm10548	170	terminal	-0.2838	0.5518	1	0_none
Gm10549	170	terminal	-0.5279	0.7347	1	0_none
Gm10556	170	terminal	0	1	1	0_none
Gm10560	170	terminal	0.191	0.5615	1	0_none
Gm10565	170	terminal	-0.3767	0.7008	1	0_none
Gm10578	170	terminal	0	1	1	0_none
Gm10584	170	terminal	1.953	0.0816	1	0_none
Gm10591	170	terminal	-0.1937	0.8897	1	0_none
Gm106	170	terminal	-0.07169	0.9313	1	0_none
Gm10635	170	terminal	0.3272	0.7581	1	0_none
Gm10636	170	terminal	0.6266	0.4542	1	0_none
Gm10637	170	terminal	0	1	1	0_none
Gm10638	170	terminal	0.4096	0.4038	1	0_none
Gm10639	170	terminal	0.8795	0.4026	1	0_none
Gm10640	170	terminal	1.004	0.2683	1	0_none
Gm10649	170	terminal	-0.442	0.3828	1	0_none
Gm10653	170	terminal	-1.746	0.2997	1	0_none
Gm10658	170	terminal	1.004	0.1161	1	0_none
Gm10662	170	terminal	0	1	1	0_none
Gm10664	170	terminal	-0.3028	0.748	1	0_none
Gm10665	170	terminal	0	1	1	0_none
Gm10666	170	terminal	0	1	1	0_none
Gm10670	170	terminal	0	1	1	0_none
Gm10677	170	terminal	-1.167	0.2157	1	0_none
Gm10684	170	terminal	-3.919	0.01929	1	0_none
Gm10696	170	terminal	0	1	1	0_none
Gm10697	170	terminal	0	1	1	0_none
Gm10714	170	terminal	-0.7788	0.2835	1	0_none
Gm10731	170	terminal	0.328	0.7952	1	0_none
Gm10745	170	terminal	0	1	1	0_none
Gm10754	170	terminal	-1.463	0.001352	1	0_none
Gm10767	170	terminal	0.0744	0.856	1	0_none
Gm10768	170	terminal	-2.455	0.05363	1	0_none
Gm10778	170	terminal	0.2201	0.7458	1	0_none
Gm1078	170	terminal	0.5058	0.1466	1	0_none
Gm10782	170	terminal	0	1	1	0_none
Gm10785	170	terminal	-0.3018	0.6668	1	0_none
Gm10787	170	terminal	2.829	0.09052	1	0_none
Gm10789	170	terminal	1.237	0.2465	1	0_none
Gm10791	170	terminal	1.589	0.03011	1	0_none
Gm10804	170	terminal	0	1	1	0_none
Gm10814	170	terminal	0.8705	0.06153	1	0_none
Gm10818	170	terminal	0	1	1	0_none
Gm1082	170	terminal	1.588	0.2791	1	0_none
Gm10823	170	terminal	0	1	1	0_none
Gm10825	170	terminal	0.2577	0.8749	1	0_none
Gm10845	170	terminal	2.829	0.09052	1	0_none
Gm10857	170	terminal	0.2463	0.8792	1	0_none
Gm10863	170	terminal	0.7847	0.2204	1	0_none
Gm10865	170	terminal	0.5098	0.5809	1	0_none
Gm10872	170	terminal	0	1	1	0_none
Gm10921	170	terminal	0	1	1	0_none
Gm10922	170	terminal	0	1	1	0_none
Gm10941	170	terminal	0.1098	0.8759	1	0_none
Gm11062	170	terminal	0	1	1	0_none
Gm1110	170	terminal	2.394	0.01179	1	0_none
Gm11110	170	terminal	1.611	0.004983	1	0_none
Gm11127	170	terminal	0	1	1	0_none
Gm11128	170	terminal	-2.577	0.003489	1	0_none
Gm11166	170	terminal	-1.746	0.2997	1	0_none
Gm11186	170	terminal	2.024	0.2161	1	0_none
Gm11190	170	terminal	-1.082	0.354	1	0_none
Gm11194	170	terminal	0	1	1	0_none
Gm11201	170	terminal	-0.4142	0.5815	1	0_none
Gm11202	170	terminal	2.011	0.2176	1	0_none
Gm11213	170	terminal	0	1	1	0_none
Gm1123	170	terminal	0.9925	0.3743	1	0_none
Gm11240	170	terminal	0	1	1	0_none
Gm11346	170	terminal	0.449	0.5963	1	0_none
Gm11351	170	terminal	2.024	0.2161	1	0_none
Gm1140	170	terminal	0	1	1	0_none
Gm1141	170	terminal	-0.4736	0.4064	1	0_none
Gm11413	170	terminal	0.2162	0.7749	1	0_none
Gm11426	170	terminal	0	1	1	0_none
Gm11435	170	terminal	2.818	0.09136	1	0_none
Gm11437	170	terminal	0	1	1	0_none
Gm11468	170	terminal	0.2887	0.8397	1	0_none
Gm11487	170	terminal	0	1	1	0_none
Gm11517	170	terminal	0.7527	0.2026	1	0_none
Gm11529	170	terminal	-1.674	0.2061	1	0_none
Gm11541	170	terminal	-1.765	0.2972	1	0_none
Gm11544	170	terminal	2.011	0.2176	1	0_none
Gm11545	170	terminal	4.046	1.027e-4	1	0_none
Gm11549	170	terminal	-0.2638	0.4198	1	0_none
Gm11554	170	terminal	0	1	1	0_none
Gm11559	170	terminal	0	1	1	0_none
Gm11562	170	terminal	0	1	1	0_none
Gm11563	170	terminal	0	1	1	0_none
Gm11564	170	terminal	0	1	1	0_none
Gm11565	170	terminal	0	1	1	0_none
Gm11567	170	terminal	0	1	1	0_none
Gm11568	170	terminal	0	1	1	0_none
Gm11569	170	terminal	0	1	1	0_none
Gm11570	170	terminal	0.3095	0.8297	1	0_none
Gm11595	170	terminal	0	1	1	0_none
Gm11596	170	terminal	0	1	1	0_none
Gm11602	170	terminal	0.1793	0.6243	1	0_none
Gm11648	170	terminal	1.403	0.08958	1	0_none
Gm11696	170	terminal	0.8636	0.01819	1	0_none
Gm11710	170	terminal	-2.325	0.1068	1	0_none
Gm11711	170	terminal	-2.325	0.1068	1	0_none
Gm11744	170	terminal	-0.05543	0.8958	1	0_none
Gm11747	170	terminal	0	1	1	0_none
Gm11756	170	terminal	0	1	1	0_none
Gm11757	170	terminal	0	1	1	0_none
Gm11758	170	terminal	0	1	1	0_none
Gm11762	170	terminal	0.09814	0.8648	1	0_none
Gm11818	170	terminal	-0.603	0.028	1	0_none
Gm11837	170	terminal	0.7097	0.08332	1	0_none
Gm11937	170	terminal	0	1	1	0_none
Gm11938	170	terminal	0	1	1	0_none
Gm11944	170	terminal	0.3465	0.4846	1	0_none
Gm11961	170	terminal	0.8455	0.5557	1	0_none
Gm11974	170	terminal	0.51	0.1761	1	0_none
Gm11978	170	terminal	-1.759	0.298	1	0_none
Gm11981	170	terminal	0	1	1	0_none
Gm11985	170	terminal	0	1	1	0_none
Gm11992	170	terminal	0.7099	0.07265	1	0_none
Gm12	170	terminal	0	1	1	0_none
Gm12060	170	terminal	0.6744	0.4097	1	0_none
Gm12070	170	terminal	-0.7819	0.4396	1	0_none
Gm12130	170	terminal	0	1	1	0_none
Gm12159	170	terminal	0	1	1	0_none
Gm12169	170	terminal	0	1	1	0_none
Gm12171	170	terminal	-1.746	0.2997	1	0_none
Gm12191	170	terminal	0.4135	0.006033	1	0_none
Gm12216	170	terminal	0.1482	0.7124	1	0_none
Gm12238	170	terminal	0.03204	0.9776	1	0_none
Gm12253	170	terminal	0	1	1	0_none
Gm12295	170	terminal	2.824	0.09095	1	0_none
Gm12298	170	terminal	2.011	0.2176	1	0_none
Gm12359	170	terminal	-0.02029	0.9764	1	0_none
Gm12409	170	terminal	-1.746	0.2997	1	0_none
Gm12504	170	terminal	-0.1092	0.9026	1	0_none
Gm12505	170	terminal	0	1	1	0_none
Gm12522	170	terminal	-0.4631	0.2472	1	0_none
Gm12530	170	terminal	2.155	0.001154	1	0_none
Gm12597	170	terminal	0	1	1	0_none
Gm12603	170	terminal	0	1	1	0_none
Gm12633	170	terminal	0	1	1	0_none
Gm12657	170	terminal	-1.011	0.4991	1	0_none
Gm12669	170	terminal	-0.1116	0.5084	1	0_none
Gm12695	170	terminal	-0.3207	0.7949	1	0_none
Gm12709	170	terminal	0	1	1	0_none
Gm12769	170	terminal	0	1	1	0_none
Gm12776	170	terminal	0	1	1	0_none
Gm12789	170	terminal	0	1	1	0_none
Gm12794	170	terminal	3.319	0.04489	1	0_none
Gm128	170	terminal	0.3277	0.7259	1	0_none
Gm12824	170	terminal	-1.17	8.274e-4	1	0_none
Gm12830	170	terminal	0.3351	0.7912	1	0_none
Gm12839	170	terminal	0	1	1	0_none
Gm12886	170	terminal	0	1	1	0_none
Gm12887	170	terminal	0	1	1	0_none
Gm12888	170	terminal	0	1	1	0_none
Gm129	170	terminal	-0.08142	0.809	1	0_none
Gm12942	170	terminal	0.5561	0.1226	1	0_none
Gm13003	170	terminal	-0.3245	0.6623	1	0_none
Gm13011	170	terminal	0	1	1	0_none
Gm13023	170	terminal	0	1	1	0_none
Gm13031	170	terminal	0.6423	0.1248	1	0_none
Gm13032	170	terminal	1.977	0.1701	1	0_none
Gm13034	170	terminal	-2.508	0.1544	1	0_none
Gm13040	170	terminal	0	1	1	0_none
Gm13043	170	terminal	0	1	1	0_none
Gm13051	170	terminal	0	1	1	0_none
Gm13057	170	terminal	0	1	1	0_none
Gm13078	170	terminal	0	1	1	0_none
Gm13083	170	terminal	0	1	1	0_none
Gm13084	170	terminal	0	1	1	0_none
Gm13088	170	terminal	0	1	1	0_none
Gm13102	170	terminal	0	1	1	0_none
Gm13103	170	terminal	0	1	1	0_none
Gm13109	170	terminal	0	1	1	0_none
Gm13119	170	terminal	0	1	1	0_none
Gm13124	170	terminal	0	1	1	0_none
Gm13125	170	terminal	0	1	1	0_none
Gm13128	170	terminal	0	1	1	0_none
Gm13139	170	terminal	1.694	0.01716	1	0_none
Gm13152	170	terminal	0.6023	0.5034	1	0_none
Gm13154	170	terminal	-2.519	0.1532	1	0_none
Gm13157	170	terminal	0.9119	0.1151	1	0_none
Gm13177	170	terminal	0	1	1	0_none
Gm13178	170	terminal	0	1	1	0_none
Gm13212	170	terminal	3.222	0.01208	1	0_none
Gm1322	170	terminal	0	1	1	0_none
Gm13238	170	terminal	2.829	0.09052	1	0_none
Gm13242	170	terminal	0	1	1	0_none
Gm13247	170	terminal	2.529	0.08183	1	0_none
Gm13251	170	terminal	3.025	5.291e-4	1	0_none
Gm13271	170	terminal	0	1	1	0_none
Gm13272	170	terminal	0	1	1	0_none
Gm13275	170	terminal	0	1	1	0_none
Gm13276	170	terminal	0	1	1	0_none
Gm13277	170	terminal	0	1	1	0_none
Gm13278	170	terminal	0	1	1	0_none
Gm13279	170	terminal	0	1	1	0_none
Gm13280	170	terminal	0	1	1	0_none
Gm13283	170	terminal	0	1	1	0_none
Gm13285	170	terminal	0	1	1	0_none
Gm13286	170	terminal	0	1	1	0_none
Gm13287	170	terminal	0	1	1	0_none
Gm13288	170	terminal	0	1	1	0_none
Gm13289	170	terminal	0	1	1	0_none
Gm13290	170	terminal	0	1	1	0_none
Gm13298	170	terminal	-0.1154	0.9045	1	0_none
Gm13304	170	terminal	-0.1937	0.8898	1	0_none
Gm13305	170	terminal	-1.018	0.4965	1	0_none
Gm13306	170	terminal	-2.519	0.1532	1	0_none
Gm13308	170	terminal	-1.746	0.2997	1	0_none
Gm13315	170	terminal	-0.854	0.4786	1	0_none
Gm1332	170	terminal	0.8792	0.4055	1	0_none
Gm13363	170	terminal	-0.1564	0.4579	1	0_none
Gm13375	170	terminal	0.3789	0.1666	1	0_none
Gm13446	170	terminal	-0.4715	0.2302	1	0_none
Gm13476	170	terminal	1.271	7.778e-5	1	0_none
Gm13483	170	terminal	-0.2568	0.6663	1	0_none
Gm13490	170	terminal	0	1	1	0_none
Gm13498	170	terminal	0	1	1	0_none
Gm13539	170	terminal	0	1	1	0_none
Gm13544	170	terminal	0	1	1	0_none
Gm13546	170	terminal	-2.524	0.1527	1	0_none
Gm13547	170	terminal	-1.765	0.2972	1	0_none
Gm13580	170	terminal	0	1	1	0_none
Gm13582	170	terminal	0	1	1	0_none
Gm136	170	terminal	2.024	0.2161	1	0_none
Gm13629	170	terminal	-0.9143	0.04468	1	0_none
Gm13710	170	terminal	1.73	0.0224	1	0_none
Gm13718	170	terminal	0	1	1	0_none
Gm13749	170	terminal	2.514	0.06509	1	0_none
Gm13752	170	terminal	0	1	1	0_none
Gm13807	170	terminal	2.011	0.2176	1	0_none
Gm13845	170	terminal	0.3798	0.309	1	0_none
Gm13871	170	terminal	0	1	1	0_none
Gm13889	170	terminal	-0.8045	0.009407	1	0_none
Gm13939	170	terminal	0	1	1	0_none
Gm13944	170	terminal	0	1	1	0_none
Gm14005	170	terminal	0.6885	0.3338	1	0_none
Gm14015	170	terminal	-0.6468	0.431	1	0_none
Gm14023	170	terminal	1.74	0.009503	1	0_none
Gm14047	170	terminal	2.075	0.03362	1	0_none
Gm14057	170	terminal	-0.399	0.3457	1	0_none
Gm14085	170	terminal	2.807	0.09221	1	0_none
Gm14092	170	terminal	-1.765	0.2972	1	0_none
Gm14124	170	terminal	-0.9931	0.5059	1	0_none
Gm14137	170	terminal	2.244	0.024	1	0_none
Gm14139	170	terminal	0	1	1	0_none
Gm14151	170	terminal	0	1	1	0_none
Gm14164	170	terminal	2.004	0.2183	1	0_none
Gm14169	170	terminal	-0.3506	0.2911	1	0_none
Gm14204	170	terminal	-0.6246	0.03598	1	0_none
Gm14207	170	terminal	-0.3178	0.7515	1	0_none
Gm14288	170	terminal	-1.428	0.231	1	0_none
Gm14295	170	terminal	-0.06963	0.8049	1	0_none
Gm14306	170	terminal	-0.5734	0.3976	1	0_none
Gm14308	170	terminal	0	1	1	0_none
Gm14316	170	terminal	0	1	1	0_none
Gm14318	170	terminal	0	1	1	0_none
Gm14322	170	terminal	0.1567	0.7235	1	0_none
Gm14325	170	terminal	-0.07562	0.8633	1	0_none
Gm14326	170	terminal	-0.2566	0.5003	1	0_none
Gm14327	170	terminal	0.1628	0.8644	1	0_none
Gm14345	170	terminal	0	1	1	0_none
Gm14346	170	terminal	0	1	1	0_none
Gm14347	170	terminal	0	1	1	0_none
Gm14351	170	terminal	0	1	1	0_none
Gm14354	170	terminal	0	1	1	0_none
Gm14374	170	terminal	0	1	1	0_none
Gm14378	170	terminal	-0.1361	0.6413	1	0_none
Gm14379	170	terminal	0.8226	0.2124	1	0_none
Gm14391	170	terminal	-0.9412	0.1759	1	0_none
Gm14393	170	terminal	-0.5147	0.4716	1	0_none
Gm14403	170	terminal	-0.1756	0.7094	1	0_none
Gm14405	170	terminal	-0.5067	0.7435	1	0_none
Gm14420	170	terminal	-0.03322	0.9321	1	0_none
Gm14430	170	terminal	-0.8163	0.5231	1	0_none
Gm14431	170	terminal	0.3125	0.8032	1	0_none
Gm14434	170	terminal	-0.8163	0.523	1	0_none
Gm14435	170	terminal	0.2999	0.8343	1	0_none
Gm14436	170	terminal	-0.6932	0.2996	1	0_none
Gm14440	170	terminal	-1.428	0.2311	1	0_none
Gm14446	170	terminal	-0.2018	0.6244	1	0_none
Gm14458	170	terminal	0	1	1	0_none
Gm14459	170	terminal	0	1	1	0_none
Gm14461	170	terminal	0	1	1	0_none
Gm14474	170	terminal	0	1	1	0_none
Gm14475	170	terminal	0	1	1	0_none
Gm14476	170	terminal	0	1	1	0_none
Gm14477	170	terminal	0	1	1	0_none
Gm14478	170	terminal	0	1	1	0_none
Gm14479	170	terminal	0	1	1	0_none
Gm14482	170	terminal	0	1	1	0_none
Gm14483	170	terminal	0	1	1	0_none
Gm14484	170	terminal	0	1	1	0_none
Gm14492	170	terminal	-1.024	0.4943	1	0_none
Gm14496	170	terminal	0	1	1	0_none
Gm14501	170	terminal	0	1	1	0_none
Gm14511	170	terminal	0	1	1	0_none
Gm14525	170	terminal	0	1	1	0_none
Gm14548	170	terminal	0	1	1	0_none
Gm14625	170	terminal	0	1	1	0_none
Gm14632	170	terminal	0	1	1	0_none
Gm14634	170	terminal	-0.00245	0.9965	1	0_none
Gm14635	170	terminal	0	1	1	0_none
Gm14685	170	terminal	-0.6274	0.4097	1	0_none
Gm14692	170	terminal	0	1	1	0_none
Gm14718	170	terminal	-1.765	0.2972	1	0_none
Gm14725	170	terminal	0	1	1	0_none
Gm14743	170	terminal	0	1	1	0_none
Gm14744	170	terminal	0	1	1	0_none
Gm14781	170	terminal	0	1	1	0_none
Gm14812	170	terminal	0	1	1	0_none
Gm14819	170	terminal	0	1	1	0_none
Gm14827	170	terminal	-0.5099	0.2388	1	0_none
Gm14850	170	terminal	0	1	1	0_none
Gm14851	170	terminal	0	1	1	0_none
Gm14872	170	terminal	0.1299	0.666	1	0_none
Gm14873	170	terminal	-1.746	0.2997	1	0_none
Gm14920	170	terminal	0	1	1	0_none
Gm15008	170	terminal	0	1	1	0_none
Gm15023	170	terminal	2.004	0.2183	1	0_none
Gm15056	170	terminal	0	1	1	0_none
Gm15070	170	terminal	0	1	1	0_none
Gm15080	170	terminal	0	1	1	0_none
Gm15085	170	terminal	0	1	1	0_none
Gm15091	170	terminal	0	1	1	0_none
Gm15093	170	terminal	0	1	1	0_none
Gm15097	170	terminal	0	1	1	0_none
Gm15104	170	terminal	1.758	0.1416	1	0_none
Gm15107	170	terminal	0	1	1	0_none
Gm15114	170	terminal	0	1	1	0_none
Gm15127	170	terminal	0	1	1	0_none
Gm15140	170	terminal	0	1	1	0_none
Gm15179	170	terminal	-1.759	0.298	1	0_none
Gm15217	170	terminal	0	1	1	0_none
Gm1527	170	terminal	0	1	1	0_none
Gm15284	170	terminal	0	1	1	0_none
Gm15292	170	terminal	0	1	1	0_none
Gm15293	170	terminal	0	1	1	0_none
Gm15299	170	terminal	0	1	1	0_none
Gm15308	170	terminal	0	1	1	0_none
Gm15315	170	terminal	0	1	1	0_none
Gm15319	170	terminal	-0.4133	0.5051	1	0_none
Gm15348	170	terminal	1.081	0.4811	1	0_none
Gm15350	170	terminal	0	1	1	0_none
Gm15386	170	terminal	0	1	1	0_none
Gm15401	170	terminal	0.2643	0.8725	1	0_none
Gm15408	170	terminal	2.06	0.001305	1	0_none
Gm15412	170	terminal	0	1	1	0_none
Gm15413	170	terminal	4.475	0.002251	1	0_none
Gm15417	170	terminal	0.3839	0.3555	1	0_none
Gm15421	170	terminal	-0.1868	0.7561	1	0_none
Gm15441	170	terminal	0.8085	0.5382	1	0_none
Gm15455	170	terminal	-1.438	0.1659	1	0_none
Gm15471	170	terminal	0.8572	0.3101	1	0_none
Gm1553	170	terminal	0	1	1	0_none
Gm15545	170	terminal	0.6731	0.1782	1	0_none
Gm156	170	terminal	0	1	1	0_none
Gm15612	170	terminal	0.6308	0.2956	1	0_none
Gm1564	170	terminal	-1.765	0.2972	1	0_none
Gm15645	170	terminal	2.011	0.2176	1	0_none
Gm15663	170	terminal	-0.3289	0.2657	1	0_none
Gm1568	170	terminal	-0.5302	0.03227	1	0_none
Gm15698	170	terminal	1.06	0.4884	1	0_none
Gm15706	170	terminal	0.2249	0.4834	1	0_none
Gm15708	170	terminal	0.5209	0.25	1	0_none
Gm1574	170	terminal	0.5689	0.5198	1	0_none
Gm15760	170	terminal	0.6641	0.315	1	0_none
Gm15772	170	terminal	0.322	0.02531	1	0_none
Gm15787	170	terminal	0.4788	0.5708	1	0_none
Gm15800	170	terminal	-0.7007	1.639e-4	1	0_none
Gm1587	170	terminal	0	1	1	0_none
Gm15880	170	terminal	3.466	0.001931	1	0_none
Gm15881	170	terminal	0	1	1	0_none
Gm15910	170	terminal	1.974	0.09922	1	0_none
Gm15915	170	terminal	2.004	0.2183	1	0_none
Gm15941	170	terminal	0.9614	0.2704	1	0_none
Gm15987	170	terminal	0	1	1	0_none
Gm15997	170	terminal	0.8539	0.2778	1	0_none
Gm16023	170	terminal	0.7902	0.2277	1	0_none
Gm16039	170	terminal	-0.2941	0.1046	1	0_none
Gm1604b	170	terminal	-0.44	0.3992	1	0_none
Gm16062	170	terminal	-1.222	0.01352	1	0_none
Gm16119	170	terminal	-0.4229	0.6038	1	0_none
Gm16157	170	terminal	0.259	0.8745	1	0_none
Gm16287	170	terminal	-0.06201	0.9113	1	0_none
Gm16291	170	terminal	-1.37	0.3529	1	0_none
Gm16294	170	terminal	-1.789	0.07747	1	0_none
Gm1631	170	terminal	1.209	0.434	1	0_none
Gm16325	170	terminal	3.276	6.898e-4	1	0_none
Gm16336	170	terminal	0	1	1	0_none
Gm16367	170	terminal	0	1	1	0_none
Gm16381	170	terminal	0	1	1	0_none
Gm16386	170	terminal	-0.7448	0.2168	1	0_none
Gm16387	170	terminal	0	1	1	0_none
Gm16390	170	terminal	0	1	1	0_none
Gm16404	170	terminal	0	1	1	0_none
Gm16405	170	terminal	0	1	1	0_none
Gm16430	170	terminal	0	1	1	0_none
Gm16432	170	terminal	-0.6076	0.2453	1	0_none
Gm16442	170	terminal	0	1	1	0_none
Gm16445	170	terminal	0	1	1	0_none
Gm16451	170	terminal	0	1	1	0_none
Gm1647	170	terminal	0.2767	0.8678	1	0_none
Gm16497	170	terminal	1.06	0.4884	1	0_none
Gm16501	170	terminal	0	1	1	0_none
Gm16515	170	terminal	0.2564	0.2456	1	0_none
Gm16516	170	terminal	0.4259	0.3487	1	0_none
Gm16517	170	terminal	-0.4734	0.1125	1	0_none
Gm16523	170	terminal	2.011	0.2176	1	0_none
Gm1653	170	terminal	-0.2396	0.6852	1	0_none
Gm16532	170	terminal	-0.7273	0.001777	1	0_none
Gm16548	170	terminal	2.517	0.05684	1	0_none
Gm16551	170	terminal	-0.1469	0.7208	1	0_none
Gm16576	170	terminal	0.6437	0.1171	1	0_none
Gm16596	170	terminal	-0.8195	0.1151	1	0_none
Gm166	170	terminal	0.2521	0.3837	1	0_none
Gm1661	170	terminal	-0.05244	0.9309	1	0_none
Gm16617	170	terminal	2.829	0.09052	1	0_none
Gm16675	170	terminal	2.097	0.001993	1	0_none
Gm16677	170	terminal	0	1	1	0_none
Gm16701	170	terminal	-0.007896	0.9841	1	0_none
Gm16702	170	terminal	-0.664	0.2917	1	0_none
Gm1673	170	terminal	-1.073	0.02391	1	0_none
Gm1679	170	terminal	2.011	0.2176	1	0_none
Gm16793	170	terminal	0.531	0.3368	1	0_none
Gm16796	170	terminal	-1.028	0.2246	1	0_none
Gm16833	170	terminal	0	1	1	0_none
Gm16845	170	terminal	0.6943	0.1376	1	0_none
Gm16853	170	terminal	-0.2206	0.7654	1	0_none
Gm16861	170	terminal	0.315	0.5093	1	0_none
Gm16880	170	terminal	3.204	0.004171	1	0_none
Gm16894	170	terminal	0.1339	0.7858	1	0_none
Gm16897	170	terminal	1.096	0.09933	1	0_none
Gm16907	170	terminal	-0.04215	0.9469	1	0_none
Gm16973	170	terminal	0.4411	0.1034	1	0_none
Gm16982	170	terminal	-1.746	0.2997	1	0_none
Gm16998	170	terminal	0.8726	0.1659	1	0_none
Gm17019	170	terminal	0	1	1	0_none
Gm17066	170	terminal	0.1817	0.6397	1	0_none
Gm1715	170	terminal	-1.301	0.1948	1	0_none
Gm1720	170	terminal	1.082	0.4805	1	0_none
Gm17252	170	terminal	0	1	1	0_none
Gm17296	170	terminal	-0.1808	0.453	1	0_none
Gm17359	170	terminal	2.575	0.01592	1	0_none
Gm17365	170	terminal	0	1	1	0_none
Gm17384	170	terminal	-1.755	0.1565	1	0_none
Gm17455	170	terminal	-0.2278	0.79	1	0_none
Gm17495	170	terminal	0	1	1	0_none
Gm17660	170	terminal	1.424	0.02604	1	0_none
Gm17677	170	terminal	0	1	1	0_none
Gm17689	170	terminal	0	1	1	0_none
Gm17727	170	terminal	0	1	1	0_none
Gm17745	170	terminal	3.731	0.02258	1	0_none
Gm17746	170	terminal	0	1	1	0_none
Gm17751	170	terminal	0.4175	0.5398	1	0_none
Gm17757	170	terminal	-0.06438	0.9633	1	0_none
Gm17762	170	terminal	-0.3952	0.3332	1	0_none
Gm17769	170	terminal	0.3591	0.4291	1	0_none
Gm17801	170	terminal	0.5948	0.4778	1	0_none
Gm17821	170	terminal	-1.746	0.2997	1	0_none
Gm17830	170	terminal	-1.759	0.298	1	0_none
Gm1821	170	terminal	-0.04332	0.7834	1	0_none
Gm18409	170	terminal	0	1	1	0_none
Gm18756	170	terminal	-0.2654	0.6506	1	0_none
Gm18853	170	terminal	-0.06438	0.9633	1	0_none
Gm19276	170	terminal	0.2643	0.8725	1	0_none
Gm19277	170	terminal	0	1	1	0_none
Gm19299	170	terminal	0	1	1	0_none
Gm19303	170	terminal	-2.508	0.1544	1	0_none
Gm19395	170	terminal	0	1	1	0_none
Gm19402	170	terminal	0	1	1	0_none
Gm19424	170	terminal	0	1	1	0_none
Gm1943	170	terminal	0.536	0.2292	1	0_none
Gm19434	170	terminal	0.6129	0.6116	1	0_none
Gm19461	170	terminal	-0.8666	0.2109	1	0_none
Gm19466	170	terminal	0	1	1	0_none
Gm19510	170	terminal	4.269	0.004804	1	0_none
Gm19522	170	terminal	0.7888	0.03001	1	0_none
Gm19557	170	terminal	2.279	0.1139	1	0_none
Gm19583	170	terminal	-1.746	0.2997	1	0_none
Gm19589	170	terminal	2.004	0.2183	1	0_none
Gm19619	170	terminal	-1.411	0.03713	1	0_none
Gm1965	170	terminal	0	1	1	0_none
Gm19668	170	terminal	0	1	1	0_none
Gm1968	170	terminal	2.84	0.08969	1	0_none
Gm19689	170	terminal	1.764	0.1586	1	0_none
Gm19705	170	terminal	1.181	0.07329	1	0_none
Gm19710	170	terminal	-3.021	0.08724	1	0_none
Gm19757	170	terminal	-0.9776	0.4191	1	0_none
Gm1976	170	terminal	-0.2757	0.2223	1	0_none
Gm19782	170	terminal	0	1	1	0_none
Gm19784	170	terminal	0	1	1	0_none
Gm1987	170	terminal	0.724	0.4393	1	0_none
Gm19897	170	terminal	2.269	0.07826	1	0_none
Gm1993	170	terminal	0	1	1	0_none
Gm1995	170	terminal	0	1	1	0_none
Gm19990	170	terminal	0.2399	0.8816	1	0_none
Gm2002	170	terminal	-1.018	0.4965	1	0_none
Gm20063	170	terminal	-0.1834	0.6513	1	0_none
Gm20098	170	terminal	0	1	1	0_none
Gm2011	170	terminal	0.02662	0.9571	1	0_none
Gm20110	170	terminal	-2.524	0.1527	1	0_none
Gm2012	170	terminal	0	1	1	0_none
Gm20125	170	terminal	-1.966	0.04925	1	0_none
Gm20139	170	terminal	-2.524	0.1527	1	0_none
Gm2016	170	terminal	0	1	1	0_none
Gm20172	170	terminal	2.004	0.2183	1	0_none
Gm20187	170	terminal	-0.9468	0.05241	1	0_none
Gm20199	170	terminal	0	1	1	0_none
Gm2022	170	terminal	0	1	1	0_none
Gm20257	170	terminal	0.7314	0.08215	1	0_none
Gm20268	170	terminal	0	1	1	0_none
Gm2027	170	terminal	-0.273	0.7465	1	0_none
Gm2030	170	terminal	0	1	1	0_none
Gm20300	170	terminal	-0.1332	0.5502	1	0_none
Gm20324	170	terminal	0.7735	0.339	1	0_none
Gm20337	170	terminal	0.434	0.5336	1	0_none
Gm20356	170	terminal	0	1	1	0_none
Gm20362	170	terminal	0	1	1	0_none
Gm20408	170	terminal	0	1	1	0_none
Gm20410	170	terminal	0	1	1	0_none
Gm20516	170	terminal	0	1	1	0_none
Gm20554	170	terminal	0	1	1	0_none
Gm20556	170	terminal	0	1	1	0_none
Gm20571	170	terminal	-0.8193	0.08801	1	0_none
Gm20579	170	terminal	0	1	1	0_none
