ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000151287	TEX30	-1.72e-01	6.84e-01	protein_coding
ENSG00000181019	NQO1	-3.57e-01	8.19e-03	protein_coding
ENSG00000176842	IRX5	 3.69e-01	2.87e-01	protein_coding
ENSG00000173567	ADGRF3	-8.27e-03	9.92e-01	protein_coding
ENSG00000143515	ATP8B2	 7.43e-01	3.91e-04	protein_coding
ENSG00000055332	EIF2AK2	-5.11e-01	7.09e-02	protein_coding
ENSG00000147912	FBXO10	-3.56e-01	3.75e-01	protein_coding
ENSG00000065060	UHRF1BP1	 1.84e-01	4.09e-01	protein_coding
ENSG00000214274	ANG	-7.53e-02	8.68e-01	protein_coding
ENSG00000182518	FAM104B	 1.68e-01	5.61e-01	protein_coding
ENSG00000107371	EXOSC3	-1.19e-01	7.13e-01	protein_coding
ENSG00000130332	LSM7	-1.36e-01	5.98e-01	protein_coding
ENSG00000185436	IFNLR1	 2.47e-01	5.63e-01	protein_coding
ENSG00000125637	PSD4	-1.74e-01	7.19e-01	protein_coding
ENSG00000059378	PARP12	 8.88e-02	8.17e-01	protein_coding
ENSG00000108384	RAD51C	-1.14e-01	7.74e-01	protein_coding
ENSG00000185222	TCEAL9	-2.05e-01	6.68e-01	protein_coding
ENSG00000166173	LARP6	 4.94e-02	8.75e-01	protein_coding
ENSG00000005206	SPPL2B	-2.66e-03	9.96e-01	protein_coding
ENSG00000166246	C16orf71	 4.10e-03	9.96e-01	protein_coding
ENSG00000122696	SLC25A51	 3.90e-01	1.87e-01	protein_coding
ENSG00000096384	HSP90AB1	-5.14e-02	8.18e-01	protein_coding
ENSG00000173137	ADCK5	-5.69e-01	2.08e-02	protein_coding
ENSG00000166681	BEX3	-1.37e-01	4.88e-01	protein_coding
ENSG00000172572	PDE3A	 3.09e-03	9.93e-01	protein_coding
ENSG00000122741	DCAF10	 3.08e-01	3.75e-01	protein_coding
ENSG00000103199	ZNF500	 1.22e-01	7.87e-01	protein_coding
ENSG00000116752	BCAS2	-1.67e-03	9.97e-01	protein_coding
ENSG00000103852	TTC23	 2.83e-01	3.60e-01	protein_coding
ENSG00000171943	SRGAP2C	 1.94e-02	9.77e-01	protein_coding
ENSG00000106460	TMEM106B	 1.29e-01	7.41e-01	protein_coding
ENSG00000165275	TRMT10B	 8.50e-02	8.88e-01	protein_coding
ENSG00000071894	CPSF1	 1.09e-01	6.48e-01	protein_coding
ENSG00000281091	AL606763.1	-9.42e-02	8.71e-01	lncRNA
ENSG00000141295	SCRN2	-7.28e-01	2.69e-06	protein_coding
ENSG00000188610	FAM72B	 3.89e-01	3.15e-01	protein_coding
ENSG00000103194	USP10	 1.86e-01	4.45e-01	protein_coding
ENSG00000160712	IL6R	-5.22e-02	9.11e-01	protein_coding
ENSG00000126705	AHDC1	 3.99e-01	1.96e-01	protein_coding
ENSG00000183723	CMTM4	 1.58e-02	9.75e-01	protein_coding
ENSG00000107796	ACTA2	 1.57e-01	7.23e-01	protein_coding
ENSG00000255517	AP002748.3	 4.82e-02	9.18e-01	lncRNA
ENSG00000168096	ANKS3	-3.94e-01	1.26e-01	protein_coding
ENSG00000171631	P2RY6	 1.30e-01	4.35e-01	protein_coding
ENSG00000079482	OPHN1	 2.94e-01	5.02e-01	protein_coding
ENSG00000104904	OAZ1	-1.03e-01	6.77e-01	protein_coding
ENSG00000050405	LIMA1	 1.23e-01	7.59e-01	protein_coding
ENSG00000168283	BMI1	 4.25e-01	1.90e-01	protein_coding
ENSG00000168517	HEXIM2	-4.22e-01	1.87e-02	protein_coding
ENSG00000280832	GSEC	-2.26e-02	9.72e-01	lncRNA
ENSG00000267288	AC138150.2	 1.20e-02	9.84e-01	lncRNA
ENSG00000186834	HEXIM1	 5.12e-02	9.07e-01	protein_coding
ENSG00000276728	AC142472.1	 8.62e-02	8.21e-01	lncRNA
ENSG00000152457	DCLRE1C	 1.23e-01	7.93e-01	protein_coding
ENSG00000133142	TCEAL4	-1.88e-01	5.44e-01	protein_coding
ENSG00000107338	SHB	-6.31e-02	8.81e-01	protein_coding
ENSG00000078124	ACER3	 1.07e-01	8.27e-01	protein_coding
ENSG00000175768	TOMM5	 7.44e-02	8.22e-01	protein_coding
ENSG00000174516	PELI3	-3.40e-02	9.44e-01	protein_coding
ENSG00000260231	KDM7A-DT	 2.15e-01	6.36e-01	lncRNA
ENSG00000035681	NSMAF	-4.28e-02	9.18e-01	protein_coding
ENSG00000110063	DCPS	-7.70e-02	7.59e-01	protein_coding
ENSG00000167476	JSRP1	 1.98e-01	6.82e-01	protein_coding
ENSG00000177383	MAGEF1	-3.83e-01	3.97e-02	protein_coding
ENSG00000150455	TIRAP	 2.36e-01	5.58e-01	protein_coding
ENSG00000175215	CTDSP2	 3.67e-01	2.86e-02	protein_coding
ENSG00000141101	NOB1	-2.43e-01	1.95e-01	protein_coding
ENSG00000048405	ZNF800	 3.42e-02	9.54e-01	protein_coding
ENSG00000146386	ABRACL	 7.97e-02	8.70e-01	protein_coding
ENSG00000133321	RARRES3	-1.47e-01	7.83e-01	protein_coding
ENSG00000100029	PES1	-2.79e-01	4.56e-02	protein_coding
ENSG00000130724	CHMP2A	-4.28e-01	1.52e-04	protein_coding
ENSG00000106404	CLDN15	 7.52e-01	1.36e-02	protein_coding
ENSG00000130720	FIBCD1	 6.69e-02	8.41e-01	protein_coding
ENSG00000174547	MRPL11	-4.45e-01	1.53e-03	protein_coding
ENSG00000103196	CRISPLD2	 4.98e-01	1.43e-01	protein_coding
ENSG00000172465	TCEAL1	-2.85e-01	2.25e-01	protein_coding
ENSG00000204356	NELFE	-4.52e-01	1.46e-03	protein_coding
ENSG00000174165	ZDHHC24	 4.28e-03	9.90e-01	protein_coding
ENSG00000112406	HECA	-5.14e-02	9.32e-01	protein_coding
ENSG00000196507	TCEAL3	-2.83e-01	4.86e-01	protein_coding
ENSG00000156414	TDRD9	-1.53e-01	6.19e-01	protein_coding
ENSG00000164442	CITED2	 3.95e-01	2.17e-02	protein_coding
ENSG00000268996	MAN1B1-DT	 5.53e-02	8.75e-01	lncRNA
ENSG00000198000	NOL8	 4.99e-01	6.10e-02	protein_coding
ENSG00000156261	CCT8	-3.02e-01	2.82e-01	protein_coding
ENSG00000166896	ATP23	 2.31e-01	6.03e-01	protein_coding
ENSG00000204758	AC008429.1	 3.42e-01	3.18e-01	lncRNA
ENSG00000197102	DYNC1H1	 1.12e-02	9.75e-01	protein_coding
ENSG00000077238	IL4R	 5.17e-01	5.14e-02	protein_coding
ENSG00000172345	STARD5	-1.76e-01	7.20e-01	protein_coding
ENSG00000097033	SH3GLB1	-5.80e-02	8.90e-01	protein_coding
ENSG00000134461	ANKRD16	-4.12e-01	8.72e-02	protein_coding
ENSG00000257698	GIHCG	-6.66e-02	8.92e-01	lncRNA
ENSG00000124155	PIGT	 5.49e-01	7.40e-05	protein_coding
ENSG00000254093	PINX1	-4.28e-01	1.26e-02	protein_coding
ENSG00000102078	SLC25A14	 2.40e-02	9.72e-01	protein_coding
ENSG00000124107	SLPI	 2.20e-01	4.11e-01	protein_coding
ENSG00000037241	RPL26L1	-1.45e-01	5.64e-01	protein_coding
ENSG00000135535	CD164	 2.00e-01	5.07e-01	protein_coding
ENSG00000128245	YWHAH	-2.79e-02	9.23e-01	protein_coding
ENSG00000167377	ZNF23	-1.08e-01	8.50e-01	protein_coding
ENSG00000174365	SNHG11	-2.00e-01	3.07e-01	lncRNA
ENSG00000111424	VDR	 4.38e-01	5.47e-02	protein_coding
ENSG00000154556	SORBS2	 2.53e-01	2.12e-01	protein_coding
ENSG00000171204	TMEM126B	-6.06e-02	8.90e-01	protein_coding
ENSG00000182628	SKA2	 2.20e-01	6.22e-01	protein_coding
ENSG00000181704	YIPF6	-1.74e-01	5.34e-01	protein_coding
ENSG00000214253	FIS1	-3.15e-01	1.26e-01	protein_coding
ENSG00000110031	LPXN	 2.20e-02	9.73e-01	protein_coding
ENSG00000108395	TRIM37	-2.49e-02	9.54e-01	protein_coding
ENSG00000163960	UBXN7	-1.07e-01	8.01e-01	protein_coding
ENSG00000197343	ZNF655	 2.13e-01	4.08e-01	protein_coding
ENSG00000183291	SELENOF	 1.02e-01	7.30e-01	protein_coding
ENSG00000204351	SKIV2L	-3.02e-02	9.36e-01	protein_coding
ENSG00000122140	MRPS2	 7.94e-02	7.14e-01	protein_coding
ENSG00000132286	TIMM10B	-1.68e-01	5.10e-01	protein_coding
ENSG00000187189	TSPYL4	 8.07e-01	7.83e-05	protein_coding
ENSG00000254531	AP001816.1	-4.30e-01	1.40e-01	lncRNA
ENSG00000157429	ZNF19	 4.73e-01	2.14e-01	protein_coding
ENSG00000204991	SPIRE2	-2.25e-01	2.91e-01	protein_coding
ENSG00000221909	FAM200A	 1.10e-01	8.49e-01	protein_coding
ENSG00000160345	C9orf116	 1.04e-01	7.53e-01	protein_coding
ENSG00000169057	MECP2	-1.05e-01	7.78e-01	protein_coding
ENSG00000113441	LNPEP	-6.85e-02	8.52e-01	protein_coding
ENSG00000254986	DPP3	-2.47e-01	1.97e-01	protein_coding
ENSG00000075234	TTC38	-9.77e-02	7.30e-01	protein_coding
ENSG00000130725	UBE2M	 1.82e-02	9.60e-01	protein_coding
ENSG00000177239	MAN1B1	 4.36e-03	9.89e-01	protein_coding
ENSG00000198815	FOXJ3	 3.52e-01	2.23e-01	protein_coding
ENSG00000162627	SNX7	-2.76e-02	9.62e-01	protein_coding
ENSG00000198947	DMD	-2.26e-01	3.11e-01	protein_coding
ENSG00000132254	ARFIP2	-4.72e-01	3.80e-05	protein_coding
ENSG00000138814	PPP3CA	 5.46e-03	9.94e-01	protein_coding
ENSG00000135720	DYNC1LI2	-1.76e-01	5.91e-01	protein_coding
ENSG00000119688	ABCD4	-2.04e-01	4.73e-01	protein_coding
ENSG00000163807	KIAA1143	-2.30e-01	6.30e-01	protein_coding
ENSG00000138459	SLC35A5	-3.00e-01	4.95e-01	protein_coding
ENSG00000204568	MRPS18B	-3.63e-01	1.08e-02	protein_coding
ENSG00000224738	AC099850.1	-1.81e-01	7.02e-01	lncRNA
ENSG00000254872	AC139749.1	 2.37e-02	9.67e-01	lncRNA
ENSG00000179532	DNHD1	 3.27e-01	3.33e-01	protein_coding
ENSG00000100504	PYGL	-1.46e-01	4.07e-01	protein_coding
ENSG00000176485	PLA2G16	-3.69e-01	6.20e-03	protein_coding
ENSG00000272583	AL592494.2	 6.06e-02	9.14e-01	lncRNA
ENSG00000116691	MIIP	-3.27e-01	1.07e-01	protein_coding
ENSG00000070018	LRP6	-1.04e-01	7.70e-01	protein_coding
ENSG00000263105	AC009171.2	-2.50e-01	5.82e-01	lncRNA
ENSG00000095209	TMEM38B	 5.40e-01	8.08e-02	protein_coding
ENSG00000123562	MORF4L2	-2.61e-01	2.93e-01	protein_coding
ENSG00000189223	PAX8-AS1	 6.06e-03	9.93e-01	lncRNA
ENSG00000204569	PPP1R10	 3.61e-01	2.64e-02	protein_coding
ENSG00000186660	ZFP91	 2.95e-01	3.92e-01	protein_coding
ENSG00000171298	GAA	 5.40e-01	1.03e-04	protein_coding
ENSG00000100151	PICK1	-3.97e-01	7.34e-03	protein_coding
ENSG00000056736	IL17RB	-5.37e-02	9.16e-01	protein_coding
ENSG00000144848	ATG3	-2.67e-01	2.76e-01	protein_coding
ENSG00000115041	KCNIP3	-1.09e-01	8.30e-01	protein_coding
ENSG00000255073	ZFP91-CNTF	-1.07e+00	5.01e-04	protein_coding
ENSG00000183801	OLFML1	 2.23e-01	4.88e-01	protein_coding
ENSG00000232445	AC006329.1	-1.44e-01	7.66e-01	lncRNA
ENSG00000136732	GYPC	-2.27e-01	1.31e-01	protein_coding
ENSG00000129680	MAP7D3	 3.86e-01	3.44e-01	protein_coding
ENSG00000124635	HIST1H2BJ	-7.10e-02	8.64e-01	protein_coding
ENSG00000130052	STARD8	 4.42e-01	4.28e-02	protein_coding
ENSG00000113732	ATP6V0E1	 2.18e-02	9.47e-01	protein_coding
ENSG00000153786	ZDHHC7	 2.55e-01	2.65e-01	protein_coding
ENSG00000128581	IFT22	-1.04e-01	7.14e-01	protein_coding
ENSG00000184743	ATL3	-3.78e-01	1.46e-02	protein_coding
ENSG00000083799	CYLD	 5.23e-02	9.18e-01	protein_coding
ENSG00000124171	PARD6B	 1.09e-01	8.37e-01	protein_coding
ENSG00000124688	MAD2L1BP	-3.45e-01	8.12e-02	protein_coding
ENSG00000105058	FAM32A	-3.90e-01	7.40e-03	protein_coding
ENSG00000197586	ENTPD6	-1.64e-01	4.56e-01	protein_coding
ENSG00000247121	AC009126.1	 8.76e-02	8.56e-01	lncRNA
ENSG00000138777	PPA2	-1.48e-01	5.71e-01	protein_coding
ENSG00000140598	EFL1	 1.64e-01	7.13e-01	protein_coding
ENSG00000280161	AC022413.1	-1.10e-01	8.41e-01	TEC
ENSG00000165322	ARHGAP12	-1.41e-01	6.73e-01	protein_coding
ENSG00000131446	MGAT1	-8.47e-02	7.23e-01	protein_coding
ENSG00000139131	YARS2	-3.82e-01	2.85e-02	protein_coding
ENSG00000145623	OSMR	 4.03e-01	4.80e-02	protein_coding
ENSG00000173230	GOLGB1	 6.03e-01	2.54e-02	protein_coding
ENSG00000128165	ADM2	 5.41e-01	3.48e-02	protein_coding
ENSG00000153936	HS2ST1	-1.97e-01	6.69e-01	protein_coding
ENSG00000174483	BBS1	 2.93e-01	1.58e-01	protein_coding
ENSG00000147676	MAL2	-2.09e-01	4.53e-01	protein_coding
ENSG00000196268	ZNF493	 1.49e-01	7.74e-01	protein_coding
ENSG00000113083	LOX	 4.84e-01	8.60e-02	protein_coding
ENSG00000004059	ARF5	-2.61e-01	1.66e-01	protein_coding
ENSG00000160714	UBE2Q1	-7.56e-02	8.06e-01	protein_coding
ENSG00000101752	MIB1	-1.81e-01	4.86e-01	protein_coding
ENSG00000157800	SLC37A3	-2.10e-01	4.30e-01	protein_coding
ENSG00000110237	ARHGEF17	 2.19e-01	2.52e-01	protein_coding
ENSG00000096080	MRPS18A	-3.71e-01	1.02e-02	protein_coding
ENSG00000257038	AP002761.3	 1.81e-01	6.59e-01	lncRNA
ENSG00000179562	GCC1	 9.37e-02	8.28e-01	protein_coding
ENSG00000184922	FMNL1	 4.28e-01	1.06e-02	protein_coding
ENSG00000196705	ZNF431	 2.90e-01	4.90e-01	protein_coding
ENSG00000136897	MRPL50	-8.89e-02	8.62e-01	protein_coding
ENSG00000136720	HS6ST1	 2.80e-01	2.66e-01	protein_coding
ENSG00000084774	CAD	 5.47e-01	3.55e-03	protein_coding
ENSG00000118507	AKAP7	-2.85e-01	5.30e-01	protein_coding
ENSG00000076201	PTPN23	 2.65e-01	2.33e-01	protein_coding
ENSG00000157593	SLC35B2	-2.19e-01	1.90e-01	protein_coding
ENSG00000071054	MAP4K4	-1.51e-01	5.90e-01	protein_coding
ENSG00000115816	CEBPZ	 3.13e-01	4.10e-01	protein_coding
ENSG00000170153	RNF150	-1.59e-02	9.73e-01	protein_coding
ENSG00000116863	ADPRHL2	-5.49e-01	1.24e-03	protein_coding
ENSG00000186174	BCL9L	 7.05e-01	1.89e-05	protein_coding
ENSG00000172594	SMPDL3A	 6.00e-02	9.23e-01	protein_coding
ENSG00000165507	DEPP1	 2.01e-02	9.69e-01	protein_coding
ENSG00000174891	RSRC1	 2.69e-01	4.18e-01	protein_coding
ENSG00000234694	AL139289.2	-7.04e-02	8.93e-01	lncRNA
ENSG00000160352	ZNF714	 4.30e-01	1.75e-01	protein_coding
ENSG00000218739	CEBPZOS	 3.19e-01	3.25e-01	protein_coding
ENSG00000124243	BCAS4	-3.89e-01	2.12e-01	protein_coding
ENSG00000139263	LRIG3	-2.52e-01	5.25e-01	protein_coding
ENSG00000156858	PRR14	 4.61e-01	6.25e-03	protein_coding
ENSG00000153310	FAM49B	 1.90e-02	9.72e-01	protein_coding
ENSG00000164463	CREBRF	 3.18e-01	4.65e-01	protein_coding
ENSG00000183971	NPW	-4.80e-02	9.40e-01	protein_coding
ENSG00000134597	RBMX2	-5.14e-01	5.82e-02	protein_coding
ENSG00000146232	NFKBIE	 1.89e-02	9.77e-01	protein_coding
ENSG00000286104	AC016629.3	-5.64e-01	8.90e-02	lncRNA
ENSG00000168779	SHOX2	-2.83e-01	5.20e-01	protein_coding
ENSG00000107551	RASSF4	-4.59e-01	2.34e-01	protein_coding
ENSG00000134046	MBD2	-2.51e-01	5.58e-01	protein_coding
ENSG00000213753	CENPBD1P1	 2.69e-01	2.66e-01	transcribed_processed_pseudogene
ENSG00000099326	MZF1	-7.57e-02	8.06e-01	protein_coding
ENSG00000132394	EEFSEC	-1.10e-01	6.25e-01	protein_coding
ENSG00000177542	SLC25A22	 3.05e-01	1.76e-01	protein_coding
ENSG00000267121	AC008105.3	-4.70e-02	9.37e-01	lncRNA
ENSG00000163913	IFT122	-1.21e-01	6.33e-01	protein_coding
ENSG00000267858	MZF1-AS1	-8.94e-03	9.90e-01	lncRNA
ENSG00000115271	GCA	 3.30e-02	9.62e-01	protein_coding
ENSG00000171202	TMEM126A	 7.08e-02	8.67e-01	protein_coding
ENSG00000173812	EIF1	 3.85e-01	8.85e-03	protein_coding
ENSG00000124608	AARS2	-2.78e-01	1.61e-01	protein_coding
ENSG00000254685	FPGT	-5.32e-01	1.49e-01	protein_coding
ENSG00000102241	HTATSF1	-2.25e-01	6.15e-01	protein_coding
ENSG00000160072	ATAD3B	-1.40e-01	6.84e-01	protein_coding
ENSG00000182979	MTA1	 3.65e-01	2.31e-02	protein_coding
ENSG00000006062	MAP3K14	 9.17e-02	8.10e-01	protein_coding
ENSG00000145247	OCIAD2	-1.03e-01	7.65e-01	protein_coding
ENSG00000074416	MGLL	 4.01e-01	1.76e-01	protein_coding
ENSG00000256642	LINC00273	 1.11e+00	5.28e-06	lncRNA
ENSG00000198373	WWP2	 1.28e-01	6.74e-01	protein_coding
ENSG00000267135	AD000091.1	 1.65e-01	7.55e-01	processed_pseudogene
ENSG00000001461	NIPAL3	 4.77e-02	8.93e-01	protein_coding
ENSG00000126243	LRFN3	 9.69e-01	2.75e-04	protein_coding
ENSG00000113812	ACTR8	-2.49e-01	4.58e-01	protein_coding
ENSG00000168214	RBPJ	-8.90e-02	8.77e-01	protein_coding
ENSG00000109854	HTATIP2	-1.72e-01	3.78e-01	protein_coding
ENSG00000196604	POTEF	-3.77e-01	3.03e-01	protein_coding
ENSG00000001460	STPG1	 2.74e-01	5.31e-01	protein_coding
ENSG00000258839	MC1R	 2.49e-01	4.82e-01	protein_coding
ENSG00000164327	RICTOR	 2.27e-01	3.39e-01	protein_coding
ENSG00000177595	PIDD1	-5.64e-02	8.87e-01	protein_coding
ENSG00000251602	AL928654.1	-2.47e-01	5.39e-01	lncRNA
ENSG00000104835	SARS2	-1.72e-01	3.33e-01	protein_coding
ENSG00000058262	SEC61A1	 3.20e-01	4.03e-02	protein_coding
ENSG00000131408	NR1H2	-1.64e-01	3.59e-01	protein_coding
ENSG00000078808	SDF4	 3.42e-02	8.89e-01	protein_coding
ENSG00000090776	EFNB1	-6.63e-02	8.58e-01	protein_coding
ENSG00000196787	HIST1H2AG	-6.00e-03	9.90e-01	protein_coding
ENSG00000276180	HIST1H4I	 1.60e-01	6.53e-01	protein_coding
ENSG00000197903	HIST1H2BK	 1.20e-01	7.24e-01	protein_coding
ENSG00000263513	FAM72C	 3.76e-01	3.62e-01	protein_coding
ENSG00000148296	SURF6	-5.75e-01	6.70e-04	protein_coding
ENSG00000175792	RUVBL1	-3.29e-01	3.10e-02	protein_coding
ENSG00000140320	BAHD1	 4.41e-01	1.82e-02	protein_coding
ENSG00000156931	VPS8	-1.63e-02	9.81e-01	protein_coding
ENSG00000274997	HIST1H2AH	-1.74e-01	5.75e-01	protein_coding
ENSG00000260458	KCNJ18	 7.04e-02	8.49e-01	protein_coding
ENSG00000189241	TSPYL1	 6.31e-02	8.27e-01	protein_coding
ENSG00000141002	TCF25	 1.97e-02	9.46e-01	protein_coding
ENSG00000129071	MBD4	-1.26e-01	7.66e-01	protein_coding
ENSG00000244625	MIATNB	-9.07e-02	8.43e-01	lncRNA
ENSG00000181191	PJA1	-4.06e-01	1.22e-01	protein_coding
ENSG00000111817	DSE	 3.55e-01	3.66e-01	protein_coding
ENSG00000050555	LAMC3	 2.59e-01	2.51e-01	protein_coding
ENSG00000040199	PHLPP2	-3.18e-02	9.54e-01	protein_coding
ENSG00000165675	ENOX2	 7.31e-02	9.04e-01	protein_coding
ENSG00000145293	ENOPH1	-1.37e-01	6.71e-01	protein_coding
ENSG00000143013	LMO4	 2.35e-01	3.63e-01	protein_coding
ENSG00000134899	ERCC5	-1.73e-01	6.69e-01	protein_coding
ENSG00000205138	SDHAF1	-4.60e-01	3.28e-03	protein_coding
ENSG00000075218	GTSE1	 1.77e-01	3.79e-01	protein_coding
ENSG00000161888	SPC24	-2.42e-01	1.46e-01	protein_coding
ENSG00000136999	CCN3	-2.10e-01	6.72e-01	protein_coding
ENSG00000176022	B3GALT6	-1.13e-02	9.77e-01	protein_coding
ENSG00000269190	FBXO17	-1.71e-01	4.60e-01	protein_coding
ENSG00000198169	ZNF251	 2.04e-01	5.93e-01	protein_coding
ENSG00000258947	TUBB3	 3.63e-02	9.26e-01	protein_coding
ENSG00000111261	MANSC1	 3.49e-01	3.71e-01	protein_coding
ENSG00000087253	LPCAT2	-3.64e-01	3.65e-01	protein_coding
ENSG00000134901	KDELC1	 1.25e-01	7.53e-01	protein_coding
ENSG00000128626	MRPS12	-2.84e-01	2.86e-02	protein_coding
ENSG00000225783	MIAT	 1.20e-01	8.28e-01	lncRNA
ENSG00000011052	NME1-NME2	-7.58e-01	2.17e-07	protein_coding
ENSG00000113272	THG1L	-8.25e-02	8.22e-01	protein_coding
ENSG00000143416	SELENBP1	-1.14e-01	6.09e-01	protein_coding
ENSG00000092531	SNAP23	-1.23e-01	7.61e-01	protein_coding
ENSG00000244045	TMEM199	-1.24e-01	6.45e-01	protein_coding
ENSG00000113734	BNIP1	-4.03e-01	5.68e-02	protein_coding
ENSG00000087470	DNM1L	 1.78e-01	6.34e-01	protein_coding
ENSG00000169105	CHST14	 5.92e-01	3.68e-04	protein_coding
ENSG00000134897	BIVM	-2.11e-01	6.64e-01	protein_coding
ENSG00000143797	MBOAT2	-6.68e-02	9.08e-01	protein_coding
ENSG00000004139	SARM1	 3.62e-01	7.97e-02	protein_coding
ENSG00000262468	LINC01569	-2.97e-03	9.97e-01	lncRNA
ENSG00000120727	PAIP2	-8.45e-02	7.67e-01	protein_coding
ENSG00000213066	FGFR1OP	-1.07e-03	9.98e-01	protein_coding
ENSG00000176978	DPP7	-3.55e-01	3.15e-02	protein_coding
ENSG00000171408	PDE7B	 2.24e-01	6.18e-01	protein_coding
ENSG00000101639	CEP192	-1.26e-01	7.39e-01	protein_coding
ENSG00000159210	SNF8	-4.62e-01	2.22e-03	protein_coding
ENSG00000265254	AC015917.2	 8.77e-03	9.91e-01	lncRNA
ENSG00000134291	TMEM106C	-2.10e-01	2.36e-01	protein_coding
ENSG00000065243	PKN2	-1.30e-02	9.77e-01	protein_coding
ENSG00000243678	NME2	-2.23e-01	1.01e-01	protein_coding
ENSG00000270175	AC023509.3	-4.54e-02	9.17e-01	lncRNA
ENSG00000182263	FIGN	 2.75e-01	5.40e-01	protein_coding
ENSG00000128891	CCDC32	-2.10e-01	4.80e-01	protein_coding
ENSG00000133318	RTN3	 6.38e-01	1.53e-05	protein_coding
ENSG00000124459	ZNF45	-1.43e-01	7.79e-01	protein_coding
ENSG00000109072	VTN	 1.78e-01	5.90e-01	protein_coding
ENSG00000110721	CHKA	 1.24e-02	9.74e-01	protein_coding
ENSG00000146530	VWDE	-6.06e-02	9.11e-01	protein_coding
ENSG00000023516	AKAP11	-1.80e-02	9.79e-01	protein_coding
ENSG00000076351	SLC46A1	 3.05e-01	2.59e-01	protein_coding
ENSG00000137547	MRPL15	-3.37e-01	8.30e-02	protein_coding
ENSG00000141556	TBCD	 3.11e-01	7.32e-02	protein_coding
ENSG00000183049	CAMK1D	 9.58e-02	7.96e-01	protein_coding
ENSG00000115042	FAHD2A	-4.48e-01	3.83e-03	protein_coding
ENSG00000245060	LINC00847	-1.19e-01	7.93e-01	lncRNA
ENSG00000196378	ZNF34	-7.44e-01	1.96e-02	protein_coding
ENSG00000258924	AC002094.1	 6.26e-01	5.55e-02	lncRNA
ENSG00000264920	AC018521.5	 3.75e-01	1.86e-01	lncRNA
ENSG00000239672	NME1	-4.44e-01	3.08e-03	protein_coding
ENSG00000171401	KRT13	-5.10e-01	1.50e-01	protein_coding
ENSG00000278970	HEIH	-7.90e-03	9.84e-01	lncRNA
ENSG00000155858	LSM11	 4.70e-02	9.08e-01	protein_coding
ENSG00000130165	ELOF1	-6.17e-02	7.95e-01	protein_coding
ENSG00000172046	USP19	-5.31e-03	9.87e-01	protein_coding
ENSG00000184731	FAM110C	-6.16e-02	9.20e-01	protein_coding
ENSG00000165714	BORCS5	-1.81e-02	9.72e-01	protein_coding
ENSG00000130164	LDLR	 3.11e-01	2.34e-01	protein_coding
ENSG00000135709	KIAA0513	-2.97e-01	4.22e-01	protein_coding
ENSG00000149554	CHEK1	 1.21e-01	7.61e-01	protein_coding
ENSG00000139546	TARBP2	-4.46e-01	4.26e-03	protein_coding
ENSG00000176438	SYNE3	-5.61e-01	7.80e-02	protein_coding
ENSG00000141543	EIF4A3	-7.94e-02	7.11e-01	protein_coding
ENSG00000110719	TCIRG1	-1.51e-01	4.80e-01	protein_coding
ENSG00000161813	LARP4	 9.27e-02	8.03e-01	protein_coding
ENSG00000172809	RPL38	 3.94e-01	3.53e-03	protein_coding
ENSG00000148297	MED22	 1.74e-01	3.85e-01	protein_coding
ENSG00000028137	TNFRSF1B	 3.72e-01	3.67e-01	protein_coding
ENSG00000118596	SLC16A7	-3.94e-01	3.23e-01	protein_coding
ENSG00000197978	GOLGA6L9	-1.98e-01	6.91e-01	protein_coding
ENSG00000117682	DHDDS	-1.75e-01	5.36e-01	protein_coding
ENSG00000108671	PSMD11	-5.10e-02	8.41e-01	protein_coding
ENSG00000156671	SAMD8	 3.16e-01	4.68e-01	protein_coding
ENSG00000090447	TFAP4	 1.22e-01	6.92e-01	protein_coding
ENSG00000230590	FTX	-1.77e-02	9.72e-01	lncRNA
ENSG00000091986	CCDC80	 2.66e-01	3.40e-01	protein_coding
ENSG00000237550	RPL9P9	 1.16e-01	6.88e-01	transcribed_processed_pseudogene
ENSG00000234147	AL035446.1	 1.18e-01	8.03e-01	lncRNA
ENSG00000111266	DUSP16	 3.76e-02	9.36e-01	protein_coding
ENSG00000196670	ZFP62	-3.41e-01	4.00e-01	protein_coding
ENSG00000170581	STAT2	 3.37e-01	5.15e-02	protein_coding
ENSG00000279259	AC087741.3	-1.21e-01	8.29e-01	TEC
ENSG00000168874	ATOH8	-1.16e-01	6.73e-01	protein_coding
ENSG00000111269	CREBL2	-2.84e-02	9.57e-01	protein_coding
ENSG00000188070	C11orf95	 2.18e-01	6.31e-01	protein_coding
ENSG00000180979	LRRC57	-3.21e-01	3.58e-01	protein_coding
ENSG00000166562	SEC11C	-3.33e-01	2.35e-01	protein_coding
ENSG00000155622	XAGE2	-1.47e-01	6.23e-01	protein_coding
ENSG00000089289	IGBP1	-2.14e-01	3.26e-01	protein_coding
ENSG00000064999	ANKS1A	 3.66e-01	6.25e-02	protein_coding
ENSG00000008513	ST3GAL1	-2.15e-01	5.97e-01	protein_coding
ENSG00000221968	FADS3	-2.07e-01	2.31e-01	protein_coding
ENSG00000134363	FST	 3.40e-01	4.25e-01	protein_coding
ENSG00000167182	SP2	 1.14e+00	5.56e-11	protein_coding
ENSG00000255248	MIR100HG	 2.04e-01	6.32e-01	lncRNA
