ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000266338	NBPF15	-8.68e-02	8.52e-01	protein_coding
ENSG00000169570	DTWD2	 5.30e-01	1.10e-01	protein_coding
ENSG00000065054	SLC9A3R2	 4.31e-03	9.93e-01	protein_coding
ENSG00000185127	C6orf120	-1.69e-01	5.83e-01	protein_coding
ENSG00000167302	TEPSIN	 1.39e-01	6.43e-01	protein_coding
ENSG00000225470	JPX	 2.11e-01	5.34e-01	lncRNA
ENSG00000170477	KRT4	-5.85e-01	7.69e-04	protein_coding
ENSG00000127125	PPCS	-3.72e-01	4.88e-02	protein_coding
ENSG00000112812	PRSS16	-3.12e-01	3.20e-01	protein_coding
ENSG00000121064	SCPEP1	 2.50e-01	2.95e-01	protein_coding
ENSG00000197037	ZSCAN25	-1.28e-01	7.24e-01	protein_coding
ENSG00000029534	ANK1	 2.50e-01	5.63e-01	protein_coding
ENSG00000204386	NEU1	 4.48e-02	8.59e-01	protein_coding
ENSG00000163110	PDLIM5	 1.73e-01	5.41e-01	protein_coding
ENSG00000158941	CCAR2	 4.62e-02	8.73e-01	protein_coding
ENSG00000130024	PHF10	 1.36e-01	6.09e-01	protein_coding
ENSG00000206560	ANKRD28	 1.02e-01	8.03e-01	protein_coding
ENSG00000175711	B3GNTL1	-1.36e-01	6.91e-01	protein_coding
ENSG00000072958	AP1M1	 1.04e-01	6.54e-01	protein_coding
ENSG00000232024	LSM12P1	-2.20e-01	5.75e-01	processed_pseudogene
ENSG00000137504	CREBZF	-2.71e-01	1.62e-01	protein_coding
ENSG00000080823	MOK	 2.55e-02	9.69e-01	protein_coding
ENSG00000271133	AC004130.1	 1.22e-01	8.13e-01	lncRNA
ENSG00000099260	PALMD	-8.12e-02	8.75e-01	protein_coding
ENSG00000123444	KBTBD4	-6.23e-02	8.48e-01	protein_coding
ENSG00000196369	SRGAP2B	 3.59e-02	9.43e-01	protein_coding
ENSG00000134910	STT3A	 1.64e-01	5.52e-01	protein_coding
ENSG00000110536	PTPMT1	-2.24e-01	1.37e-01	protein_coding
ENSG00000131149	GSE1	 2.52e-01	3.73e-01	protein_coding
ENSG00000105855	ITGB8	-5.71e-02	8.78e-01	protein_coding
ENSG00000182551	ADI1	-1.09e-01	6.09e-01	protein_coding
ENSG00000151623	NR3C2	-1.59e-02	9.81e-01	protein_coding
ENSG00000184584	TMEM173	 3.43e-01	8.22e-02	protein_coding
ENSG00000213619	NDUFS3	-3.10e-01	5.56e-02	protein_coding
ENSG00000175634	RPS6KB2	-4.82e-01	2.47e-03	protein_coding
ENSG00000156869	FRRS1	-1.64e-01	7.57e-01	protein_coding
ENSG00000196696	AC009022.1	-1.93e-01	6.07e-01	lncRNA
ENSG00000148143	ZNF462	-4.60e-01	8.07e-02	protein_coding
ENSG00000139998	RAB15	 3.96e-02	9.49e-01	protein_coding
ENSG00000138750	NUP54	-2.26e-01	3.89e-01	protein_coding
ENSG00000120162	MOB3B	 1.50e-01	6.24e-01	protein_coding
ENSG00000166200	COPS2	 3.40e-04	1.00e+00	protein_coding
ENSG00000147439	BIN3	-2.46e-01	2.79e-01	protein_coding
ENSG00000116871	MAP7D1	 3.49e-01	1.51e-02	protein_coding
ENSG00000175387	SMAD2	-1.32e-01	5.84e-01	protein_coding
ENSG00000168765	GSTM4	-1.61e-01	4.40e-01	protein_coding
ENSG00000105248	YJU2	-3.19e-01	5.06e-02	protein_coding
ENSG00000009830	POMT2	 5.83e-02	9.02e-01	protein_coding
ENSG00000130939	UBE4B	 2.65e-01	2.68e-01	protein_coding
ENSG00000213281	NRAS	 5.59e-02	8.92e-01	protein_coding
ENSG00000070882	OSBPL3	-5.26e-01	1.22e-02	protein_coding
ENSG00000169964	TMEM42	-1.29e-01	5.71e-01	protein_coding
ENSG00000197157	SND1	 1.06e-01	6.32e-01	protein_coding
ENSG00000131153	GINS2	-2.81e-01	3.27e-02	protein_coding
ENSG00000145741	BTF3	-7.20e-02	7.37e-01	protein_coding
ENSG00000101751	POLI	 4.12e-01	3.03e-01	protein_coding
ENSG00000104643	MTMR9	-4.69e-01	4.56e-02	protein_coding
ENSG00000171865	RNASEH1	-1.87e-01	3.79e-01	protein_coding
ENSG00000163961	RNF168	-3.35e-01	2.09e-01	protein_coding
ENSG00000183161	FANCF	-1.69e-02	9.77e-01	protein_coding
ENSG00000147274	RBMX	-1.56e-02	9.66e-01	protein_coding
ENSG00000075426	FOSL2	-4.15e-02	9.23e-01	protein_coding
ENSG00000100036	SLC35E4	-5.59e-02	8.80e-01	protein_coding
ENSG00000110080	ST3GAL4	-1.71e-01	4.44e-01	protein_coding
ENSG00000149187	CELF1	-8.67e-02	7.26e-01	protein_coding
ENSG00000140153	WDR20	-1.42e-01	7.13e-01	protein_coding
ENSG00000107833	NPM3	-7.50e-02	8.14e-01	protein_coding
ENSG00000149091	DGKZ	 1.38e-01	5.72e-01	protein_coding
ENSG00000159377	PSMB4	-3.00e-01	6.53e-02	protein_coding
ENSG00000005893	LAMP2	 1.22e-01	7.32e-01	protein_coding
ENSG00000054116	TRAPPC3	-2.02e-01	1.63e-01	protein_coding
ENSG00000125952	MAX	 4.08e-01	8.13e-02	protein_coding
ENSG00000135655	USP15	 1.23e-01	8.01e-01	protein_coding
ENSG00000142409	ZNF787	-4.40e-01	9.13e-03	protein_coding
ENSG00000111057	KRT18	-2.57e-01	2.99e-01	protein_coding
ENSG00000164258	NDUFS4	-1.32e-01	7.46e-01	protein_coding
ENSG00000180008	SOCS4	-7.17e-02	9.07e-01	protein_coding
ENSG00000172292	CERS6	 2.43e-01	4.34e-01	protein_coding
ENSG00000166133	RPUSD2	-1.92e-01	4.22e-01	protein_coding
ENSG00000145284	SCD5	 2.27e-01	4.45e-01	protein_coding
ENSG00000197785	ATAD3A	-4.48e-01	3.71e-03	protein_coding
ENSG00000092108	SCFD1	 1.87e-01	6.54e-01	protein_coding
ENSG00000197063	MAFG	 1.52e-01	6.90e-01	protein_coding
ENSG00000133606	MKRN1	-1.31e-01	6.03e-01	protein_coding
ENSG00000152253	SPC25	-9.70e-02	8.31e-01	protein_coding
ENSG00000187531	SIRT7	-1.14e-01	6.75e-01	protein_coding
ENSG00000108094	CUL2	 2.28e-02	9.75e-01	protein_coding
ENSG00000105251	SHD	 1.03e-01	8.58e-01	protein_coding
ENSG00000163808	KIF15	-4.48e-01	8.06e-02	protein_coding
ENSG00000107738	VSIR	 2.85e-01	1.71e-01	protein_coding
ENSG00000113838	TBCCD1	 1.34e-01	7.27e-01	protein_coding
ENSG00000117616	RSRP1	-1.38e-01	6.07e-01	protein_coding
ENSG00000090520	DNAJB11	-1.53e-01	5.58e-01	protein_coding
ENSG00000257365	FNTB	 3.44e-03	9.94e-01	protein_coding
ENSG00000116128	BCL9	 7.34e-01	4.76e-03	protein_coding
ENSG00000170421	KRT8	-6.21e-01	8.20e-06	protein_coding
ENSG00000080824	HSP90AA1	-2.69e-01	1.91e-01	protein_coding
ENSG00000059804	SLC2A3	 9.41e-02	7.96e-01	protein_coding
ENSG00000089280	FUS	 4.28e-02	9.06e-01	protein_coding
ENSG00000146410	MTFR2	 1.24e-01	8.08e-01	protein_coding
ENSG00000000419	DPM1	-9.81e-02	8.17e-01	protein_coding
ENSG00000156958	GALK2	-2.07e-01	4.60e-01	protein_coding
ENSG00000272419	LINC01145	 1.62e-01	7.58e-01	transcribed_unprocessed_pseudogene
ENSG00000169184	MN1	 8.72e-01	3.08e-04	protein_coding
ENSG00000168564	CDKN2AIP	 5.35e-02	9.05e-01	protein_coding
ENSG00000258289	CHURC1	 3.90e-01	6.69e-02	protein_coding
ENSG00000281571	AC241585.2	-5.42e-02	8.75e-01	TEC
ENSG00000111276	CDKN1B	-3.78e-01	1.65e-02	protein_coding
ENSG00000147894	C9orf72	-3.19e-02	9.63e-01	protein_coding
ENSG00000276216	AC245014.3	 5.62e-01	8.54e-05	lncRNA
ENSG00000159882	ZNF230	 1.72e-01	7.42e-01	protein_coding
ENSG00000182512	GLRX5	-7.42e-02	7.71e-01	protein_coding
ENSG00000141030	COPS3	-1.96e-01	4.12e-01	protein_coding
ENSG00000263004	AC007114.1	 2.30e-01	6.13e-01	lncRNA
ENSG00000101126	ADNP	 6.34e-01	1.02e-02	protein_coding
ENSG00000247092	SNHG10	 5.46e-02	8.80e-01	lncRNA
ENSG00000138771	SHROOM3	 1.16e-01	7.53e-01	protein_coding
ENSG00000239382	ALKBH6	-1.30e-01	6.48e-01	protein_coding
ENSG00000122359	ANXA11	 2.85e-01	1.43e-01	protein_coding
ENSG00000106344	RBM28	-1.77e-01	6.69e-01	protein_coding
ENSG00000198551	ZNF627	-1.29e-02	9.86e-01	protein_coding
ENSG00000168175	MAPK1IP1L	 6.01e-01	1.16e-04	protein_coding
ENSG00000115414	FN1	-1.02e-01	8.34e-01	protein_coding
ENSG00000103067	ESRP2	 3.79e-01	9.63e-02	protein_coding
ENSG00000224877	NDUFAF8	-2.09e-01	2.52e-01	protein_coding
ENSG00000149547	EI24	-7.58e-02	8.23e-01	protein_coding
ENSG00000125868	DSTN	 1.46e-01	4.60e-01	protein_coding
ENSG00000162836	ACP6	-2.03e-01	4.87e-01	protein_coding
ENSG00000054938	CHRDL2	 2.56e-01	5.55e-01	protein_coding
ENSG00000137440	FGFBP1	-3.95e-02	9.49e-01	protein_coding
ENSG00000117399	CDC20	-1.36e-01	5.54e-01	protein_coding
ENSG00000175309	PHYKPL	-1.64e-01	6.02e-01	protein_coding
ENSG00000141448	GATA6	 5.25e-02	9.34e-01	protein_coding
ENSG00000196535	MYO18A	 3.22e-01	1.92e-01	protein_coding
ENSG00000255769	GOLGA2P10	-3.36e-01	3.05e-01	transcribed_unprocessed_pseudogene
ENSG00000100416	TRMU	-3.48e-01	2.36e-02	protein_coding
ENSG00000100558	PLEK2	-6.61e-01	5.07e-03	protein_coding
ENSG00000169242	EFNA1	-9.48e-02	7.42e-01	protein_coding
ENSG00000196924	FLNA	 7.94e-01	2.91e-14	protein_coding
ENSG00000083750	RRAGB	-1.13e-01	7.40e-01	protein_coding
ENSG00000143891	GALM	-5.00e-01	1.04e-02	protein_coding
ENSG00000088970	KIZ	 1.44e-01	7.88e-01	protein_coding
ENSG00000162191	UBXN1	-5.25e-01	4.92e-04	protein_coding
ENSG00000092439	TRPM7	 8.64e-02	7.96e-01	protein_coding
ENSG00000168209	DDIT4	-1.80e-01	3.84e-01	protein_coding
ENSG00000168140	VASN	 4.76e-01	4.10e-02	protein_coding
ENSG00000152082	MZT2B	-3.30e-01	8.89e-02	protein_coding
ENSG00000167264	DUS2	 1.24e-01	6.81e-01	protein_coding
ENSG00000180376	CCDC66	 2.27e-01	5.43e-01	protein_coding
ENSG00000234171	RNASEH1-AS1	-1.17e-01	6.87e-01	lncRNA
ENSG00000123240	OPTN	-3.10e-01	2.71e-01	protein_coding
ENSG00000213782	DDX47	 1.35e-02	9.70e-01	protein_coding
ENSG00000170315	UBB	-3.41e-01	2.13e-02	protein_coding
ENSG00000169271	HSPB3	-2.43e-01	5.38e-01	protein_coding
ENSG00000125454	SLC25A19	-2.92e-01	6.44e-02	protein_coding
ENSG00000148719	DNAJB12	 2.63e-01	1.01e-01	protein_coding
ENSG00000113811	SELENOK	 3.01e-01	5.98e-02	protein_coding
ENSG00000197451	HNRNPAB	-3.05e-01	1.38e-02	protein_coding
ENSG00000178996	SNX18	-3.11e-01	3.92e-01	protein_coding
ENSG00000265401	AC093484.3	-2.03e-02	9.73e-01	lncRNA
ENSG00000056998	GYG2	-2.25e-02	9.62e-01	protein_coding
ENSG00000131043	AAR2	-2.76e-01	1.09e-01	protein_coding
ENSG00000131981	LGALS3	-2.52e-01	1.61e-01	protein_coding
ENSG00000100258	LMF2	 2.36e-01	1.90e-01	protein_coding
ENSG00000135587	SMPD2	-4.78e-01	1.16e-02	protein_coding
ENSG00000178878	APOLD1	-1.54e-01	7.73e-01	protein_coding
ENSG00000171346	KRT15	 1.47e-01	7.55e-01	protein_coding
ENSG00000163946	TASOR	-1.14e-01	7.67e-01	protein_coding
ENSG00000132780	NASP	-1.15e-01	5.93e-01	protein_coding
ENSG00000142552	RCN3	 3.18e-02	9.23e-01	protein_coding
ENSG00000173226	IQCB1	-1.84e-01	7.09e-01	protein_coding
ENSG00000136699	SMPD4	 5.12e-01	6.66e-04	protein_coding
ENSG00000119203	CPSF3	 7.45e-02	7.96e-01	protein_coding
ENSG00000126456	IRF3	-2.95e-01	2.30e-01	protein_coding
ENSG00000114770	ABCC5	 2.26e-02	9.60e-01	protein_coding
ENSG00000142459	EVI5L	 2.09e-01	4.86e-01	protein_coding
ENSG00000095794	CREM	 1.71e-01	5.35e-01	protein_coding
ENSG00000154319	FAM167A	-2.60e-01	5.02e-01	protein_coding
ENSG00000143862	ARL8A	 3.88e-01	8.73e-02	protein_coding
ENSG00000168904	LRRC28	 1.14e-01	7.79e-01	protein_coding
ENSG00000137812	KNL1	 3.67e-01	3.55e-01	protein_coding
ENSG00000054690	PLEKHH1	 1.82e-01	6.97e-01	protein_coding
ENSG00000090006	LTBP4	 4.30e-01	1.57e-02	protein_coding
ENSG00000182810	DDX28	-5.48e-01	5.79e-05	protein_coding
ENSG00000263843	AC022211.2	 7.41e-02	8.89e-01	lncRNA
ENSG00000154813	DPH3	 5.06e-02	9.18e-01	protein_coding
ENSG00000134882	UBAC2	-2.31e-02	9.30e-01	protein_coding
ENSG00000159593	NAE1	 2.30e-01	5.10e-01	protein_coding
ENSG00000151693	ASAP2	 2.49e-01	5.06e-01	protein_coding
ENSG00000157637	SLC38A10	 2.32e-01	1.93e-01	protein_coding
ENSG00000120675	DNAJC15	 1.57e-01	6.24e-01	protein_coding
ENSG00000228889	UBAC2-AS1	-5.05e-02	8.96e-01	lncRNA
ENSG00000118804	STBD1	 4.03e-02	9.50e-01	protein_coding
ENSG00000094631	HDAC6	 1.48e-01	6.07e-01	protein_coding
ENSG00000100564	PIGH	-9.84e-02	8.06e-01	protein_coding
ENSG00000134444	RELCH	-1.65e-01	7.10e-01	protein_coding
ENSG00000172725	CORO1B	-4.49e-01	1.18e-03	protein_coding
ENSG00000189157	FAM47E	 5.54e-01	1.27e-01	protein_coding
ENSG00000137814	HAUS2	 1.57e-01	6.78e-01	protein_coding
ENSG00000164331	ANKRA2	-1.30e-01	7.96e-01	protein_coding
ENSG00000205133	TRIQK	 1.13e-01	8.22e-01	protein_coding
ENSG00000146648	EGFR	 1.51e-01	4.66e-01	protein_coding
ENSG00000167685	ZNF444	-2.71e-01	1.55e-01	protein_coding
ENSG00000167994	RAB3IL1	-1.32e-01	5.42e-01	protein_coding
ENSG00000198830	HMGN2	 2.63e-01	5.51e-02	protein_coding
ENSG00000100154	TTC28	-8.42e-02	8.20e-01	protein_coding
ENSG00000096401	CDC5L	-6.58e-01	8.46e-03	protein_coding
ENSG00000164338	UTP15	 4.41e-02	9.35e-01	protein_coding
ENSG00000154102	C16orf74	-2.75e-01	3.03e-01	protein_coding
ENSG00000235954	TTC28-AS1	-3.37e-02	9.49e-01	lncRNA
ENSG00000162623	TYW3	-2.77e-01	4.84e-01	protein_coding
ENSG00000090857	PDPR	-6.20e-02	8.60e-01	protein_coding
ENSG00000106617	PRKAG2	 3.02e-03	9.97e-01	protein_coding
ENSG00000185798	WDR53	-1.02e-01	8.09e-01	protein_coding
ENSG00000174013	FBXO45	 2.97e-01	4.55e-01	protein_coding
ENSG00000109445	ZNF330	 1.68e-02	9.76e-01	protein_coding
ENSG00000185238	PRMT3	 4.50e-04	9.99e-01	protein_coding
ENSG00000078902	TOLLIP	-2.66e-01	3.57e-01	protein_coding
ENSG00000215014	AL645728.1	 2.03e-01	6.57e-01	lncRNA
ENSG00000072736	NFATC3	-3.36e-02	9.17e-01	protein_coding
ENSG00000239911	PRKAG2-AS1	 1.65e-01	7.14e-01	lncRNA
ENSG00000160075	SSU72	-1.35e-01	4.58e-01	protein_coding
ENSG00000105255	FSD1	-2.93e-01	2.91e-01	protein_coding
ENSG00000119185	ITGB1BP1	-1.19e-01	6.57e-01	protein_coding
ENSG00000100150	DEPDC5	-1.78e-01	6.01e-01	protein_coding
ENSG00000169241	SLC50A1	-8.85e-02	6.71e-01	protein_coding
ENSG00000182774	RPS17	 2.67e-01	2.95e-01	protein_coding
ENSG00000180957	PITPNB	 1.01e-01	7.58e-01	protein_coding
ENSG00000262246	CORO7	 1.36e-01	6.75e-01	protein_coding
ENSG00000088930	XRN2	-1.50e-01	6.00e-01	protein_coding
ENSG00000275457	AL117332.1	-1.84e-01	6.92e-01	lncRNA
ENSG00000116791	CRYZ	-6.68e-02	9.06e-01	protein_coding
ENSG00000137947	GTF2B	-4.34e-01	1.60e-01	protein_coding
ENSG00000159217	IGF2BP1	 4.12e-02	9.36e-01	protein_coding
ENSG00000170759	KIF5B	-2.95e-01	2.26e-01	protein_coding
ENSG00000214575	CPEB1	 3.70e-01	3.20e-01	protein_coding
ENSG00000138760	SCARB2	-2.83e-01	4.32e-01	protein_coding
ENSG00000113282	CLINT1	 1.50e-01	7.07e-01	protein_coding
ENSG00000170584	NUDCD2	-2.93e-01	1.87e-01	protein_coding
ENSG00000176619	LMNB2	 1.46e-01	4.37e-01	protein_coding
ENSG00000205336	ADGRG1	 4.63e-01	1.08e-01	protein_coding
ENSG00000138663	COPS4	-9.04e-02	8.59e-01	protein_coding
ENSG00000149196	HIKESHI	 8.76e-02	7.47e-01	protein_coding
ENSG00000113328	CCNG1	-3.89e-02	9.34e-01	protein_coding
ENSG00000179085	DPM3	 1.62e-01	6.02e-01	protein_coding
ENSG00000170471	RALGAPB	 1.69e-01	6.40e-01	protein_coding
ENSG00000090266	NDUFB2	-1.51e-01	5.54e-01	protein_coding
ENSG00000074603	DPP8	 5.85e-02	8.96e-01	protein_coding
ENSG00000160087	UBE2J2	-1.10e-01	6.87e-01	protein_coding
ENSG00000205707	ETFRF1	-4.72e-02	9.34e-01	protein_coding
ENSG00000065057	NTHL1	-7.06e-01	1.21e-04	protein_coding
ENSG00000135049	AGTPBP1	 3.58e-01	1.85e-01	protein_coding
ENSG00000099800	TIMM13	-3.80e-01	3.76e-03	protein_coding
ENSG00000154127	UBASH3B	 4.15e-02	9.50e-01	protein_coding
ENSG00000133703	KRAS	-1.57e-01	7.54e-01	protein_coding
ENSG00000136270	TBRG4	-3.47e-01	3.32e-02	protein_coding
ENSG00000053918	KCNQ1	-8.40e-02	7.97e-01	protein_coding
ENSG00000127603	MACF1	-2.25e-01	3.43e-01	protein_coding
ENSG00000101773	RBBP8	 2.40e-01	5.67e-01	protein_coding
ENSG00000124253	PCK1	 3.46e-01	3.86e-01	protein_coding
ENSG00000123064	DDX54	-1.11e-01	6.67e-01	protein_coding
ENSG00000213516	RBMXL1	-2.20e-01	6.32e-01	protein_coding
ENSG00000077147	TM9SF3	 2.66e-01	4.65e-01	protein_coding
ENSG00000137944	KYAT3	-7.85e-02	8.83e-01	protein_coding
ENSG00000128590	DNAJB9	-4.90e-01	1.81e-01	protein_coding
ENSG00000126453	BCL2L12	-2.12e-01	2.74e-01	protein_coding
ENSG00000175003	SLC22A1	 4.15e-01	2.66e-01	protein_coding
ENSG00000130643	CALY	 3.22e-01	2.07e-01	protein_coding
ENSG00000196405	EVL	 2.80e-01	1.50e-01	protein_coding
ENSG00000284803	AC245033.4	 3.74e-01	1.99e-01	lncRNA
ENSG00000163964	PIGX	-3.72e-01	1.06e-01	protein_coding
ENSG00000006756	ARSD	 1.75e-01	7.16e-01	protein_coding
ENSG00000198546	ZNF511	-6.29e-01	5.96e-06	protein_coding
ENSG00000139405	RITA1	-1.89e-01	2.43e-01	protein_coding
ENSG00000145734	BDP1	-4.05e-01	1.35e-01	protein_coding
ENSG00000183248	PRR36	 1.04e+00	5.94e-04	protein_coding
ENSG00000066322	ELOVL1	 5.67e-02	8.10e-01	protein_coding
ENSG00000166439	RNF169	 5.80e-02	9.10e-01	protein_coding
ENSG00000166747	AP1G1	 1.73e-01	5.35e-01	protein_coding
ENSG00000166578	IQCD	-3.22e-01	4.18e-01	protein_coding
ENSG00000135241	PNPLA8	 4.48e-02	9.44e-01	protein_coding
ENSG00000130640	TUBGCP2	-2.94e-02	9.18e-01	protein_coding
ENSG00000143727	ACP1	-1.62e-01	5.79e-01	protein_coding
ENSG00000217930	PAM16	-2.66e-02	9.29e-01	protein_coding
ENSG00000161526	SAP30BP	-4.60e-01	6.01e-04	protein_coding
ENSG00000186815	TPCN1	 1.15e-01	6.80e-01	protein_coding
ENSG00000151353	TMEM18	 9.33e-02	6.88e-01	protein_coding
ENSG00000269743	SLC25A53	-6.26e-02	9.15e-01	protein_coding
ENSG00000182165	TP53TG1	 9.95e-02	8.57e-01	lncRNA
ENSG00000157764	BRAF	 1.56e-01	6.00e-01	protein_coding
ENSG00000177683	THAP5	 5.85e-02	9.15e-01	protein_coding
ENSG00000120658	ENOX1	 2.97e-01	4.94e-01	protein_coding
ENSG00000013588	GPRC5A	 5.69e-01	2.96e-04	protein_coding
ENSG00000198793	MTOR	 4.78e-01	2.48e-03	protein_coding
ENSG00000123575	FAM199X	-1.95e-01	5.29e-01	protein_coding
ENSG00000156860	FBRS	 3.94e-01	9.35e-02	protein_coding
ENSG00000168005	SPINDOC	-4.89e-01	5.70e-04	protein_coding
ENSG00000096654	ZNF184	-7.67e-03	9.93e-01	protein_coding
ENSG00000255121	AP003392.4	 1.14e-01	8.38e-01	lncRNA
ENSG00000140259	MFAP1	-3.40e-01	1.03e-01	protein_coding
ENSG00000168495	POLR3D	-8.41e-02	7.86e-01	protein_coding
ENSG00000171241	SHCBP1	-1.92e-01	4.95e-01	protein_coding
ENSG00000126603	GLIS2	 8.53e-01	1.30e-07	protein_coding
ENSG00000198408	OGA	-2.53e-02	9.63e-01	protein_coding
ENSG00000182552	RWDD4	 1.30e-01	7.96e-01	protein_coding
ENSG00000185022	MAFF	 1.99e-01	4.27e-01	protein_coding
ENSG00000174080	CTSF	-1.08e-01	6.27e-01	protein_coding
ENSG00000267281	ATF7	-6.26e-01	5.27e-02	protein_coding
ENSG00000133597	ADCK2	-2.16e-01	2.79e-01	protein_coding
ENSG00000013583	HEBP1	 1.36e-01	5.79e-01	protein_coding
ENSG00000112282	MED23	-3.99e-01	2.93e-01	protein_coding
ENSG00000166435	XRRA1	-1.86e-02	9.74e-01	protein_coding
ENSG00000255236	AP002992.1	-3.11e-01	4.55e-01	lncRNA
ENSG00000100997	ABHD12	-1.25e-01	5.43e-01	protein_coding
ENSG00000204371	EHMT2	 3.38e-01	6.25e-02	protein_coding
ENSG00000170962	PDGFD	 3.97e-02	9.53e-01	protein_coding
ENSG00000160710	ADAR	-9.22e-02	7.19e-01	protein_coding
ENSG00000079387	SENP1	 7.08e-02	8.60e-01	protein_coding
ENSG00000237248	LINC00987	-2.06e-02	9.77e-01	lncRNA
ENSG00000184792	OSBP2	 4.35e-01	2.98e-02	protein_coding
ENSG00000121057	AKAP1	 1.58e-01	5.27e-01	protein_coding
ENSG00000184381	PLA2G6	-1.33e-01	7.06e-01	protein_coding
ENSG00000138758	SEPT11	-5.17e-01	8.77e-02	protein_coding
ENSG00000170653	ATF7	 1.52e-03	9.97e-01	protein_coding
ENSG00000172273	HINFP	-2.95e-02	9.49e-01	protein_coding
ENSG00000112062	MAPK14	-2.94e-01	1.56e-01	protein_coding
ENSG00000103723	AP3B2	-8.33e-02	8.89e-01	protein_coding
ENSG00000111602	TIMELESS	 2.38e-01	1.39e-01	protein_coding
ENSG00000104892	KLC3	-7.18e-01	1.24e-02	protein_coding
ENSG00000164136	IL15	-1.39e-01	7.78e-01	protein_coding
ENSG00000114650	SCAP	 1.87e-01	4.01e-01	protein_coding
ENSG00000279080	AL022322.2	 9.71e-02	8.67e-01	lncRNA
ENSG00000130764	LRRC47	-1.06e-01	6.70e-01	protein_coding
ENSG00000228594	FNDC10	 3.27e-01	8.11e-02	protein_coding
ENSG00000054967	RELT	-3.06e-01	3.18e-01	protein_coding
ENSG00000131148	EMC8	-1.86e-01	2.83e-01	protein_coding
ENSG00000118217	ATF6	 3.86e-02	9.25e-01	protein_coding
ENSG00000100994	PYGB	-1.13e-01	6.29e-01	protein_coding
ENSG00000158290	CUL4B	 2.81e-01	5.17e-01	protein_coding
ENSG00000128654	MTX2	-2.50e-01	2.35e-01	protein_coding
ENSG00000125844	RRBP1	 5.07e-02	8.73e-01	protein_coding
ENSG00000133250	ZNF414	 6.50e-01	3.02e-03	protein_coding
ENSG00000101335	MYL9	 1.92e-01	3.63e-01	protein_coding
ENSG00000186166	CCDC84	-3.31e-01	2.38e-01	protein_coding
ENSG00000091262	ABCC6	-1.91e-01	4.94e-01	protein_coding
ENSG00000130023	ERMARD	-1.47e-01	7.72e-01	protein_coding
ENSG00000005448	WDR54	-3.38e-01	9.63e-03	protein_coding
ENSG00000272106	AL691432.2	 1.38e-01	7.32e-01	lncRNA
ENSG00000163866	SMIM12	-2.62e-01	1.24e-01	protein_coding
ENSG00000131143	COX4I1	-1.75e-01	4.22e-01	protein_coding
ENSG00000180370	PAK2	 3.64e-01	1.50e-01	protein_coding
ENSG00000188690	UROS	-1.70e-01	3.73e-01	protein_coding
ENSG00000189362	NEMP2	-9.14e-02	8.63e-01	protein_coding
ENSG00000113739	STC2	 1.67e-01	3.86e-01	protein_coding
ENSG00000185499	MUC1	 8.27e-01	5.39e-04	protein_coding
ENSG00000151690	MFSD6	-4.55e-01	2.32e-01	protein_coding
ENSG00000129682	FGF13	 1.36e-01	7.93e-01	protein_coding
ENSG00000148660	CAMK2G	 1.22e-01	6.56e-01	protein_coding
ENSG00000270194	AC097359.2	 2.17e-01	5.85e-01	lncRNA
ENSG00000057294	PKP2	 1.46e-01	7.00e-01	protein_coding
ENSG00000116161	CACYBP	-3.30e-01	2.66e-02	protein_coding
ENSG00000068796	KIF2A	 4.15e-01	2.14e-01	protein_coding
ENSG00000080845	DLGAP4	 8.36e-01	4.71e-07	protein_coding
ENSG00000104884	ERCC2	-3.81e-02	9.30e-01	protein_coding
ENSG00000196655	TRAPPC4	-4.80e-01	2.24e-03	protein_coding
ENSG00000120333	MRPS14	-6.36e-02	8.01e-01	protein_coding
ENSG00000197256	KANK2	 1.86e-01	4.94e-01	protein_coding
ENSG00000237523	LINC00857	 1.56e-01	7.05e-01	lncRNA
ENSG00000183853	KIRREL1	 5.96e-01	6.76e-05	protein_coding
ENSG00000118181	RPS25	 2.07e-01	4.00e-01	protein_coding
ENSG00000115875	SRSF7	-1.07e-01	6.21e-01	protein_coding
ENSG00000133056	PIK3C2B	 1.19e-01	6.51e-01	protein_coding
ENSG00000158615	PPP1R15B	 2.64e-01	1.86e-01	protein_coding
ENSG00000115194	SLC30A3	 3.08e-02	9.62e-01	protein_coding
ENSG00000086189	DIMT1	 1.42e-01	6.24e-01	protein_coding
ENSG00000116198	CEP104	-1.90e-01	5.93e-01	protein_coding
ENSG00000127022	CANX	-7.68e-02	7.25e-01	protein_coding
ENSG00000136854	STXBP1	 2.25e-01	2.59e-01	protein_coding
ENSG00000136682	CBWD2	-2.01e-01	6.41e-01	protein_coding
ENSG00000111737	RAB35	-5.50e-02	8.41e-01	protein_coding
ENSG00000269893	SNHG8	 5.13e-01	3.92e-03	lncRNA
ENSG00000077152	UBE2T	-2.37e-01	2.48e-01	protein_coding
ENSG00000277283	AC004812.2	 1.90e-01	6.72e-01	lncRNA
ENSG00000086200	IPO11	 3.50e-02	9.37e-01	protein_coding
ENSG00000127080	IPPK	 1.93e-01	5.65e-01	protein_coding
ENSG00000173801	JUP	 5.45e-01	3.70e-05	protein_coding
ENSG00000102189	EEA1	-2.06e-01	6.58e-01	protein_coding
ENSG00000170144	HNRNPA3	-2.14e-01	2.74e-01	protein_coding
