GeneID	Enrichment	Cluster	Expressed_4wpi_main	log2FC_4wpi_main	Pval_4wpi_main	FDR_4wpi_main	Expressed_8wpi_main	log2FC_8wpi_main	Pval_8wpi_main	FDR_8wpi_main	Expressed_12wpi_main	log2FC_12wpi_main	Pval_12wpi_main	FDR_12wpi_main	Expressed_14wpi_main	log2FC_14wpi_main	Pval_14wpi_main	FDR_14wpi_main	Expressed_16wpi_main	log2FC_16wpi_main	Pval_16wpi_main	FDR_16wpi_main	Expressed_18wpi_main	log2FC_18wpi_main	Pval_18wpi_main	FDR_18wpi_main	Expressed_20wpi_main	log2FC_20wpi_main	Pval_20wpi_main	FDR_20wpi_main	Expressed_term_main	log2FC_term_main	Pval_term_main	FDR_term_main	Expressed_8wpi_val	log2FC_8wpi_val	Pval_8wpi_val	FDR_8wpi_val	Expressed_term_val	log2FC_term_val	Pval_term_val	FDR_term_val	Expressed_8wpi_ko	log2FC_8wpi_ko	Pval_8wpi_ko	FDR_8wpi_ko	Expressed_8wpi_ip	log2FC_8wpi_ip	Pval_8wpi_ip	FDR_8wpi_ip	Expressed_term_ip	log2FC_term_ip	Pval_term_ip	FDR_term_ip	Expressed_8wpi_old	log2FC_8wpi_old	Pval_8wpi_old	FDR_8wpi_old	Expressed_term_young	log2FC_term_young	Pval_term_young	FDR_term_young	Expressed_term_old	log2FC_term_old	Pval_term_old	FDR_term_old	Expressed_8wpi_saline	log2FC_8wpi_saline	Pval_8wpi_saline	FDR_8wpi_saline	Expressed_8wpi_plasma	log2FC_8wpi_plasma	Pval_8wpi_plasma	FDR_8wpi_plasma	Expressed_term_saline	log2FC_term_saline	Pval_term_saline	FDR_term_saline	Expressed_term_plasma	log2FC_term_plasma	Pval_term_plasma	FDR_term_plasma
Rab22a	_NE	NA	TRUE	-0.09989	0.5969	0.9959	TRUE	0.001001	0.9939	0.9979	TRUE	0.08886	0.518	0.8261	TRUE	0.0905	0.5458	0.8735	TRUE	0.1235	0.404	0.753	TRUE	0.1733	0.3588	0.9339	TRUE	0.09591	0.5781	0.8517	TRUE	-0.007905	0.9662	0.9864	TRUE	0.1061	0.4786	0.7531	TRUE	0.006261	0.9674	0.9875	TRUE	0.1191	0.4089	1	TRUE	0.08484	0.4905	0.9999	TRUE	0.02181	0.8453	0.917	TRUE	-0.007842	0.9475	0.9777	TRUE	0.02953	0.8349	0.9041	TRUE	0.03092	0.8163	0.8848	TRUE	0.03955	0.6627	0.8209	TRUE	0.003499	0.9685	1	TRUE	0.08533	0.4532	0.6702	TRUE	0.01508	0.9172	0.9575
Rab23	_NE	NA	TRUE	-0.0849	0.5955	0.9959	TRUE	0.1293	0.2939	0.5365	TRUE	0.01253	0.9088	0.9775	TRUE	0.07502	0.605	0.896	TRUE	0.1274	0.3987	0.7493	TRUE	0.005564	0.9747	0.9978	TRUE	0.02791	0.8613	0.9638	TRUE	0.1777	0.3094	0.5572	TRUE	0.2201	0.0879	0.3432	TRUE	0.2704	0.06026	0.1956	TRUE	0.03905	0.7368	1	TRUE	0.0623	0.5694	0.9999	TRUE	0.1068	0.3142	0.5039	TRUE	0.2232	0.0616	0.184	TRUE	0.1564	0.2165	0.3781	TRUE	0.1208	0.3101	0.4555	TRUE	0.03093	0.7223	0.8591	TRUE	-0.008752	0.9048	1	TRUE	0.0687	0.5273	0.7276	TRUE	-0.005781	0.9673	0.9826
Rab24	_NE	NA	TRUE	0.01518	0.9224	0.9991	TRUE	0.02146	0.8451	0.9272	TRUE	0.1093	0.2956	0.6836	TRUE	0.09499	0.4636	0.8483	TRUE	0.03969	0.7718	0.9253	TRUE	0.02016	0.9068	0.9959	TRUE	0.07378	0.635	0.878	TRUE	0.1844	0.3032	0.5515	TRUE	-0.1901	0.122	0.4036	TRUE	-0.03233	0.8327	0.9209	TRUE	0.004651	0.9615	1	TRUE	-0.03361	0.7631	0.9999	TRUE	-0.03777	0.7063	0.8314	TRUE	-0.182	0.08409	0.2268	TRUE	-0.1613	0.2043	0.3628	TRUE	0.02217	0.8489	0.9064	TRUE	0.01419	0.8599	0.9351	TRUE	-0.1182	0.08881	1	TRUE	-0.0659	0.5158	0.7189	TRUE	0.01883	0.892	0.9447
Rab25	_NE	NA	FALSE	-0.1672	0.8635	NA	FALSE	-0.302	0.7252	NA	FALSE	-1.119	0.1668	NA	FALSE	1.161	0.2725	NA	FALSE	-0.2714	0.8135	NA	FALSE	0.2005	0.8529	NA	FALSE	-0.9583	0.4435	NA	FALSE	-1.377	0.3182	NA	FALSE	-2.756	0.08519	NA	FALSE	-0.3592	0.7254	NA	FALSE	-0.8893	0.5102	NA	FALSE	-0.1027	0.8986	NA	FALSE	-0.8387	0.4896	NA	FALSE	1.567	0.1606	NA	FALSE	0.8454	0.387	NA	FALSE	-0.9394	0.3889	NA	FALSE	-1.694	0.1059	NA	FALSE	-0.8896	0.2278	NA	FALSE	-0.3071	0.6633	NA	FALSE	0.8602	0.2939	NA
Rab26	_NE	NA	TRUE	-0.02756	0.892	0.9991	TRUE	-0.2378	0.1494	0.3675	TRUE	0.3178	0.0252	0.2347	TRUE	0.1009	0.5272	0.87	TRUE	0.1092	0.4661	0.7893	TRUE	-0.2496	0.175	0.8162	TRUE	-0.1082	0.5549	0.8418	TRUE	-0.4067	0.07418	0.2211	TRUE	-0.5123	0.001835	0.03295	TRUE	-0.1829	0.4768	0.7027	TRUE	-0.009656	0.9418	1	TRUE	0.1505	0.3171	0.9999	TRUE	-0.3803	0.002609	0.01197	TRUE	-0.04188	0.7231	0.8553	TRUE	-0.5046	0.0042	0.01764	TRUE	-0.3957	0.0562	0.1219	TRUE	-0.2217	0.07197	0.242	TRUE	0.1535	0.09599	1	TRUE	-0.1868	0.1378	0.3307	TRUE	-0.5698	0.004137	0.0191
Rab27a	_NE	NA	TRUE	-0.07645	0.8035	0.9964	TRUE	0.004104	0.9813	0.9921	TRUE	0.08387	0.6608	0.887	TRUE	-0.03032	0.8844	0.9791	TRUE	0.1632	0.4397	0.7752	TRUE	0.3302	0.1679	0.8081	TRUE	-0.01205	0.9577	0.9889	TRUE	-0.08264	0.7364	0.874	TRUE	-0.02242	0.9004	0.9635	TRUE	0.1812	0.369	0.6095	TRUE	-0.277	0.2212	1	TRUE	0.2007	0.3235	0.9999	TRUE	-0.03078	0.8448	0.9167	TRUE	0.08561	0.6473	0.8041	TRUE	0.1112	0.5308	0.6904	TRUE	0.107	0.5625	0.6957	TRUE	0.0491	0.7481	0.8748	TRUE	0.08583	0.4953	1	TRUE	0.1755	0.2605	0.4912	TRUE	-0.3515	0.05953	0.1525
Rab27b	_NE	NA	TRUE	-0.3259	0.1085	0.9959	TRUE	0.1041	0.4015	0.6357	TRUE	-0.1672	0.1158	0.4832	TRUE	-0.08984	0.5323	0.8702	TRUE	0.1342	0.4165	0.7612	TRUE	-0.04942	0.8172	0.9899	TRUE	-0.316	0.07819	0.4016	TRUE	-0.5674	0.0145	0.06611	TRUE	-0.2106	0.1351	0.4265	TRUE	0.01377	0.9333	0.9711	TRUE	-0.06201	0.6782	1	TRUE	0.1414	0.2323	0.9954	TRUE	-0.4698	0.0002527	0.00156	TRUE	0.3423	0.0003929	0.004554	TRUE	-0.5166	0.000366	0.002216	TRUE	-0.4342	0.006739	0.0206	TRUE	0.1742	0.1113	0.3091	TRUE	-0.04173	0.556	1	TRUE	-0.3421	0.04898	0.164	TRUE	-0.6554	0.0001714	0.001341
Rab28	_NE	NA	TRUE	-0.1264	0.394	0.9959	TRUE	0.2589	0.01555	0.1005	TRUE	-0.009408	0.9214	0.9812	TRUE	0.1278	0.3276	0.7795	TRUE	0.2447	0.08996	0.454	TRUE	0.1444	0.4203	0.9554	TRUE	-0.07773	0.6394	0.8806	TRUE	0.05468	0.744	0.879	TRUE	0.04623	0.6928	0.8733	TRUE	-0.2372	0.09346	0.2656	TRUE	-0.06777	0.5243	1	TRUE	0.1717	0.0837	0.8499	TRUE	-0.1709	0.1023	0.2261	TRUE	0.2778	0.006687	0.03956	TRUE	-0.1529	0.204	0.3625	TRUE	-0.05416	0.6396	0.7567	TRUE	0.08787	0.2929	0.5275	TRUE	-0.02093	0.7581	1	TRUE	-0.1013	0.3517	0.5829	TRUE	-0.1588	0.2551	0.4349
Rab2a	_NE	NA	TRUE	-0.1749	0.3126	0.9959	TRUE	0.224	0.04296	0.18	TRUE	-0.05031	0.5852	0.8573	TRUE	0.1449	0.2474	0.7309	TRUE	0.2662	0.05275	0.3757	TRUE	-0.01665	0.9201	0.9971	TRUE	-0.2198	0.1434	0.5246	TRUE	0.06537	0.6729	0.8408	TRUE	0.01295	0.9235	0.973	TRUE	-0.06604	0.6235	0.8058	TRUE	0.06613	0.5263	1	TRUE	-0.05834	0.5428	0.9999	TRUE	-0.1634	0.09803	0.2192	TRUE	0.07614	0.4076	0.6145	TRUE	-0.1454	0.2268	0.3912	TRUE	-0.1293	0.2536	0.3927	TRUE	0.2724	0.003398	0.03903	TRUE	-0.008476	0.9042	1	TRUE	-0.1324	0.2291	0.4573	TRUE	-0.08805	0.549	0.7104
Rab2b	_NE	NA	TRUE	-0.04508	0.7714	0.9959	TRUE	0.1225	0.2611	0.5024	TRUE	0.07005	0.5012	0.818	TRUE	0.136	0.2884	0.7561	TRUE	0.2985	0.03812	0.3312	TRUE	-0.01617	0.9278	0.9975	TRUE	-0.2142	0.1633	0.5508	TRUE	-0.04956	0.7743	0.8951	TRUE	-0.04465	0.7125	0.8844	TRUE	0.02802	0.8434	0.9255	TRUE	-0.02748	0.8115	1	TRUE	0.06048	0.5561	0.9999	TRUE	-0.06046	0.5489	0.7167	TRUE	0.1525	0.1418	0.3199	TRUE	0.01694	0.8934	0.9372	TRUE	-0.01251	0.9154	0.9499	TRUE	0.1281	0.1803	0.4062	TRUE	-0.00229	0.9745	1	TRUE	-0.007546	0.9422	0.9733	TRUE	-0.2827	0.07285	0.1772
Rab30	_NE	NA	TRUE	-0.1738	0.4785	0.9959	TRUE	0.2526	0.1794	0.4064	TRUE	-0.2343	0.2526	0.6465	TRUE	-0.1321	0.5634	0.8792	TRUE	-0.08058	0.7124	0.9	TRUE	0.1727	0.5719	0.9788	TRUE	0.109	0.6432	0.8823	TRUE	-0.7097	0.01349	0.06266	TRUE	0.3969	0.05184	0.2612	TRUE	0.07777	0.7362	0.8683	TRUE	0.04722	0.8412	1	TRUE	0.1854	0.3584	0.9999	TRUE	0.1124	0.5748	0.7381	TRUE	0.3179	0.07993	0.2192	TRUE	-0.4917	0.02829	0.08179	TRUE	-0.3165	0.0877	0.1739	TRUE	0.0702	0.6527	0.8148	TRUE	0.1541	0.3191	1	TRUE	-0.06426	0.754	0.879	TRUE	-0.613	0.007294	0.0304
Rab31	_NE	1	TRUE	0.1719	0.3231	0.9959	TRUE	0.2879	0.01305	0.09004	TRUE	-0.1619	0.1154	0.4824	TRUE	0.05528	0.6475	0.9106	TRUE	0.243	0.09681	0.4625	TRUE	0.6415	8.605e-05	0.006041	TRUE	0.5295	0.0001305	0.00617	TRUE	1.112	4.05e-12	1.691e-10	TRUE	0.237	0.02899	0.1923	TRUE	0.9142	3.316e-08	8.18e-07	TRUE	-0.04442	0.6759	1	TRUE	0.1365	0.1418	0.9456	TRUE	1.034	1.706e-27	8.383e-26	TRUE	-0.01726	0.852	0.9292	TRUE	1.153	3.086e-20	1.407e-18	TRUE	1.233	5.237e-29	1.879e-27	TRUE	0.2409	0.004752	0.0478	TRUE	-0.05735	0.376	1	TRUE	0.9602	1.618e-18	1.24e-16	TRUE	1.083	4.856e-13	1.707e-11
Rab32	_NE	1	TRUE	-0.3562	0.3355	0.9959	TRUE	-0.02854	0.9153	0.9634	TRUE	-0.2607	0.3386	0.7165	TRUE	-0.0701	0.8462	0.9694	TRUE	0.6394	0.06208	0.3994	TRUE	1.119	0.001927	0.07132	TRUE	1.193	0.001849	0.04559	TRUE	2.328	1.196e-13	6.284e-12	TRUE	-0.009486	0.9742	0.9896	TRUE	1.665	5.698e-09	1.552e-07	TRUE	0.2222	0.4675	1	TRUE	-0.1471	0.6269	0.9999	TRUE	2.077	4.442e-15	1.009e-13	TRUE	-0.01948	0.9461	0.9771	TRUE	1.843	1.997e-11	4.007e-10	TRUE	2.412	1.625e-34	7.291e-33	TRUE	0.06511	0.761	0.883	TRUE	-0.1148	0.5836	1	TRUE	1.571	1.438e-10	4.216e-09	TRUE	1.887	1.141e-14	4.765e-13
Rab33a	OL	NA	TRUE	0.2473	0.285	0.9959	TRUE	-0.1964	0.2561	0.4975	TRUE	0.2119	0.2815	0.6708	TRUE	0.1919	0.3626	0.8046	TRUE	-0.1021	0.5947	0.852	TRUE	-0.3645	0.1549	0.7951	TRUE	-0.005067	0.9828	0.9966	TRUE	-0.1291	0.6295	0.8146	TRUE	-0.3185	0.05979	0.2825	TRUE	-0.102	0.6736	0.8344	TRUE	-0.02352	0.8822	1	TRUE	-0.2335	0.2101	0.9954	TRUE	0.007491	0.9631	0.9827	TRUE	-0.03572	0.8294	0.9168	TRUE	-0.1921	0.3245	0.5005	TRUE	-0.1995	0.2891	0.4332	TRUE	-0.1917	0.08578	0.2672	TRUE	-0.1278	0.266	1	TRUE	0.04668	0.7375	0.8702	TRUE	0.3055	0.1742	0.3338
Rab33b	_NE	NA	TRUE	0.01898	0.9127	0.9991	TRUE	-0.007458	0.9507	0.9802	TRUE	-0.07528	0.523	0.8297	TRUE	0.01233	0.9305	0.9878	TRUE	0.1255	0.4031	0.7523	TRUE	0.03524	0.8542	0.9928	TRUE	-0.06674	0.7016	0.9103	TRUE	0.1338	0.4637	0.6956	TRUE	0.0663	0.6101	0.8303	TRUE	0.16	0.3012	0.5453	TRUE	-0.03851	0.7594	1	TRUE	-0.05427	0.6552	0.9999	TRUE	0.09803	0.3854	0.574	TRUE	0.05179	0.6705	0.8214	TRUE	0.06798	0.5975	0.7434	TRUE	0.1996	0.1344	0.2424	TRUE	0.227	0.01048	0.07768	TRUE	-0.003649	0.97	1	TRUE	0.007294	0.949	0.9761	TRUE	-0.1796	0.2216	0.3949
Rab34	_NE	1	TRUE	-0.0001421	0.9994	0.9999	TRUE	-0.118	0.4441	0.6695	TRUE	-0.04166	0.753	0.9229	TRUE	-0.04019	0.8224	0.9623	TRUE	-0.08667	0.6147	0.8613	TRUE	-0.1859	0.3877	0.9415	TRUE	0.04345	0.821	0.9501	TRUE	0.602	0.002146	0.01448	TRUE	-0.2943	0.05171	0.2612	TRUE	0.2929	0.06498	0.2068	TRUE	-0.2098	0.09178	1	TRUE	-0.3768	0.01798	0.4803	TRUE	0.2457	0.07063	0.1713	TRUE	-0.2729	0.05141	0.1631	TRUE	0.5178	0.002612	0.01198	TRUE	0.2953	0.02349	0.05951	TRUE	0.02167	0.8541	0.9324	TRUE	0.01892	0.8568	1	TRUE	0.3519	0.003563	0.02322	TRUE	0.7692	0.0001445	0.001154
Rab35	_NE	NA	TRUE	0.03314	0.8109	0.9973	TRUE	-0.05712	0.5926	0.7754	TRUE	0.1444	0.08988	0.4352	TRUE	0.1583	0.1926	0.7081	TRUE	0.03672	0.7679	0.924	TRUE	-0.1452	0.3975	0.9472	TRUE	0.1161	0.4365	0.7832	TRUE	-0.125	0.4273	0.6661	TRUE	-0.1372	0.2368	0.555	TRUE	-0.1617	0.2204	0.4571	TRUE	0.001053	0.9907	1	TRUE	-0.05184	0.5774	0.9999	TRUE	-0.1313	0.149	0.2977	TRUE	-0.2136	0.0141	0.06644	TRUE	-0.1615	0.1697	0.3186	TRUE	-0.2022	0.0909	0.1788	TRUE	0.04085	0.6066	0.7853	TRUE	-0.06986	0.2721	1	TRUE	-0.1041	0.2873	0.5198	TRUE	-0.02684	0.856	0.9235
Rab36	_NE	NA	TRUE	0.09244	0.6151	0.9959	TRUE	-0.3861	0.001304	0.01966	TRUE	0.01479	0.9007	0.9746	TRUE	-0.04799	0.7229	0.9332	TRUE	-0.1836	0.2146	0.6128	TRUE	-0.2218	0.2326	0.873	TRUE	-0.06699	0.699	0.9095	TRUE	-0.178	0.3229	0.5714	TRUE	-0.2517	0.04832	0.2515	TRUE	-0.08676	0.5421	0.7516	TRUE	-0.091	0.4438	1	TRUE	-0.1558	0.1428	0.9468	TRUE	-0.08656	0.4193	0.6068	TRUE	-0.3086	0.007186	0.04155	TRUE	0.08525	0.5279	0.6884	TRUE	-0.06329	0.6363	0.7544	TRUE	-0.06866	0.4244	0.6483	TRUE	0.07178	0.3529	1	TRUE	-0.03258	0.7759	0.8915	TRUE	-0.1617	0.3731	0.5573
Rab37	OL	NA	TRUE	1.147	0.03678	0.9923	TRUE	0.06174	0.7979	0.903	TRUE	-0.181	0.4845	0.8085	TRUE	0.2024	0.5119	0.8664	TRUE	0.1766	0.5381	0.8279	TRUE	-0.2051	0.5644	0.9788	TRUE	-0.7567	0.03867	0.2854	TRUE	0.02735	0.933	0.9719	TRUE	0.04158	0.8808	0.9557	TRUE	0.2769	0.3642	0.605	TRUE	-0.3465	0.2145	1	TRUE	-0.1741	0.5836	0.9999	TRUE	0.1847	0.4405	0.6259	TRUE	-0.3296	0.2095	0.4101	TRUE	-0.7542	0.004951	0.02025	TRUE	-0.6549	0.01478	0.03999	TRUE	-0.06923	0.7654	0.8851	TRUE	-0.002071	0.9907	1	TRUE	-0.1729	0.4767	0.6892	TRUE	-0.7977	0.03519	0.1033
Rab38	_NE	3	TRUE	0.5098	0.4025	0.9959	TRUE	-0.9524	0.09206	0.2783	TRUE	-0.2904	0.5142	0.8238	TRUE	0.08659	0.8412	0.968	TRUE	0.4543	0.2534	0.6468	TRUE	-0.6694	0.2173	0.8626	TRUE	-0.6	0.2283	0.6249	TRUE	-1.338	0.009905	0.04908	FALSE	0.4315	0.3813	NA	TRUE	-0.7179	0.1936	0.4219	TRUE	-0.3697	0.4255	1	TRUE	0.2075	0.6599	0.9999	TRUE	-0.8723	0.04216	0.1165	TRUE	0.2656	0.4752	0.6758	TRUE	-2.317	6.246e-08	7.934e-07	TRUE	-1.768	0.0006818	0.002807	TRUE	-0.8852	0.003676	0.04083	TRUE	-0.3641	0.3033	1	TRUE	-1.361	0.001491	0.01138	TRUE	-0.9686	0.008467	0.03421
Rab39	_NE	NA	TRUE	-0.2504	0.5497	0.9959	TRUE	0.3295	0.3055	0.5486	TRUE	-0.3705	0.262	0.6553	TRUE	0.2649	0.4884	0.8572	TRUE	0.1864	0.6086	0.8581	TRUE	0.5729	0.2022	0.8451	TRUE	-0.4929	0.2439	0.6421	TRUE	0.1454	0.7204	0.8656	TRUE	0.09216	0.8049	0.9241	TRUE	0.474	0.1851	0.4119	TRUE	-0.4275	0.3372	1	TRUE	0.2791	0.4743	0.9999	TRUE	1.171	0.0002586	0.001589	TRUE	0.8895	0.004753	0.03089	TRUE	-0.00418	0.9885	0.9947	TRUE	0.4676	0.1323	0.2395	TRUE	0.4068	0.1116	0.3096	TRUE	0.1635	0.5749	1	TRUE	0.187	0.5492	0.7449	TRUE	0.02546	0.9316	0.9653
Rab39b	_NE	NA	TRUE	-0.2603	0.08962	0.9959	TRUE	0.1701	0.1305	0.3406	TRUE	-0.05989	0.5331	0.8336	TRUE	-0.122	0.403	0.823	TRUE	0.0879	0.607	0.8575	TRUE	-0.2273	0.3236	0.9152	TRUE	-0.3142	0.05818	0.3504	TRUE	-0.3401	0.125	0.3149	TRUE	0.1541	0.1938	0.5063	TRUE	0.03874	0.7789	0.8909	TRUE	0.1507	0.2259	1	TRUE	-0.05927	0.5786	0.9999	TRUE	-0.2112	0.05345	0.1395	TRUE	0.1662	0.0799	0.2192	TRUE	-0.3597	0.006978	0.02691	TRUE	-0.2956	0.01727	0.04588	TRUE	0.2263	0.00785	0.06451	TRUE	0.01893	0.8288	1	TRUE	-0.1789	0.2044	0.4253	TRUE	-0.3851	0.007231	0.03017
Rab3a	_NE	3	TRUE	0.06602	0.7246	0.9959	TRUE	-0.2532	0.03114	0.1508	TRUE	0.302	0.01142	0.1556	TRUE	0.2468	0.07622	0.5876	TRUE	-0.0551	0.68	0.8882	TRUE	-0.3746	0.07574	0.6361	TRUE	0.02303	0.8903	0.9708	TRUE	-0.5091	0.009887	0.04902	TRUE	-0.2377	0.07146	0.3089	TRUE	-0.4151	0.01627	0.07695	TRUE	-0.01936	0.8639	1	TRUE	-0.08478	0.4668	0.9999	TRUE	-0.3979	0.0009592	0.005031	TRUE	-0.2545	0.004266	0.02847	TRUE	-0.5886	3.639e-05	0.0002817	TRUE	-0.7039	2.087e-07	1.7e-06	TRUE	-0.07927	0.4405	0.662	TRUE	-0.07911	0.2955	1	TRUE	-0.31	0.008185	0.04449	TRUE	-0.3467	0.01936	0.06566
Rab3b	N	NA	TRUE	0.07078	0.6605	0.9959	TRUE	-0.3709	0.01656	0.1042	TRUE	0.1141	0.3678	0.7363	TRUE	0.1244	0.3953	0.821	TRUE	0.1444	0.2918	0.6821	TRUE	-0.293	0.1248	0.7583	TRUE	0.2612	0.09966	0.4475	TRUE	-0.4557	0.01884	0.08138	TRUE	-0.2089	0.07296	0.3114	TRUE	0.05878	0.6994	0.8491	TRUE	-0.03633	0.726	1	TRUE	-0.04416	0.7439	0.9999	TRUE	-0.3986	0.0003288	0.00196	TRUE	0.0454	0.7045	0.8435	TRUE	-0.4753	0.001918	0.009241	TRUE	-0.3145	0.0684	0.1425	TRUE	-0.2206	0.003602	0.04055	TRUE	-0.02084	0.8153	1	TRUE	-0.1153	0.3579	0.5882	TRUE	-0.3153	0.02377	0.07651
Rab3c	N	3	TRUE	-0.1824	0.3856	0.9959	TRUE	-0.1787	0.2283	0.4674	TRUE	0.0413	0.7298	0.9146	TRUE	0.1316	0.3148	0.7751	TRUE	0.263	0.1242	0.5075	TRUE	-0.2933	0.1313	0.7681	TRUE	-0.2738	0.0957	0.4408	TRUE	-1.034	7.417e-08	1.615e-06	TRUE	-0.133	0.2907	0.6094	TRUE	-0.3384	0.02646	0.1099	TRUE	-0.04765	0.746	1	TRUE	0.02431	0.8336	0.9999	TRUE	-0.6272	3.328e-06	3.054e-05	TRUE	0.3851	0.001482	0.01271	TRUE	-1.136	2.29e-10	4.07e-09	TRUE	-0.8477	3.534e-05	0.0001948	TRUE	-0.08851	0.4329	0.6559	TRUE	0.1561	0.08591	1	TRUE	-0.537	0.0001085	0.001181	TRUE	-1.04	8.849e-12	2.625e-10
Rab3d	_NE	NA	TRUE	-0.1544	0.4486	0.9959	TRUE	-0.03278	0.813	0.9109	TRUE	0.09536	0.4914	0.811	TRUE	0.3334	0.05628	0.5397	TRUE	0.1295	0.4614	0.7865	TRUE	0.1533	0.4854	0.9719	TRUE	0.1007	0.6213	0.8722	TRUE	0.3099	0.1168	0.3008	TRUE	-0.01227	0.9371	0.9777	TRUE	0.1228	0.4884	0.7122	TRUE	0.02036	0.8819	1	TRUE	-0.01683	0.9088	0.9999	TRUE	0.2125	0.09011	0.206	TRUE	0.01792	0.9116	0.9603	TRUE	0.2131	0.1239	0.2535	TRUE	0.2451	0.1026	0.1968	TRUE	-0.05653	0.6052	0.7846	TRUE	-0.004132	0.9666	1	TRUE	-0.01741	0.9097	0.9579	TRUE	0.09884	0.5255	0.6916
Rab3gap1	_NE	NA	TRUE	-0.1992	0.1534	0.9959	TRUE	0.02561	0.8025	0.9055	TRUE	0.04906	0.5578	0.8463	TRUE	0.1457	0.1943	0.7081	TRUE	0.1059	0.4236	0.7667	TRUE	-0.06152	0.6898	0.9825	TRUE	-0.05362	0.696	0.9082	TRUE	-0.2458	0.09532	0.2631	TRUE	0.03756	0.7383	0.8953	TRUE	-0.08371	0.4932	0.7162	TRUE	0.03804	0.668	1	TRUE	0.08938	0.2946	0.9999	TRUE	-0.1411	0.1048	0.2298	TRUE	0.07453	0.3489	0.5604	TRUE	-0.2459	0.02767	0.08032	TRUE	-0.229	0.04756	0.1066	TRUE	-0.0418	0.5802	0.7677	TRUE	-0.02797	0.6481	1	TRUE	-0.1755	0.08762	0.2446	TRUE	-0.3334	0.007614	0.0314
Rab3gap2	_NE	NA	TRUE	-0.1136	0.3999	0.9959	TRUE	-0.08234	0.4668	0.6865	TRUE	0.0819	0.3645	0.7334	TRUE	-0.01057	0.9248	0.9866	TRUE	0.02955	0.8132	0.9401	TRUE	-0.1068	0.4863	0.9719	TRUE	-0.03047	0.8309	0.9544	TRUE	-0.1596	0.2651	0.5069	TRUE	-0.02227	0.8405	0.9388	TRUE	0.1083	0.3736	0.6133	TRUE	0.07975	0.4076	1	TRUE	-0.008098	0.9249	0.9999	TRUE	0.09314	0.3132	0.503	TRUE	0.05242	0.5443	0.7296	TRUE	-0.1032	0.3574	0.535	TRUE	-0.1185	0.2943	0.4384	TRUE	-0.05204	0.48	0.6941	TRUE	0.04745	0.4235	1	TRUE	-0.05973	0.5421	0.7392	TRUE	-0.102	0.4136	0.5974
Rab3il1	MG	1	TRUE	0.103	0.6823	0.9959	TRUE	-0.4831	0.003079	0.03573	TRUE	-0.171	0.3402	0.7166	TRUE	-0.1413	0.4873	0.8569	TRUE	0.02313	0.9116	0.9732	TRUE	0.4191	0.06598	0.6023	TRUE	0.7868	0.0001556	0.007125	TRUE	1.054	1.313e-06	2.289e-05	TRUE	-0.4672	0.01457	0.1271	TRUE	0.9966	4.748e-08	1.139e-06	TRUE	-0.1696	0.2964	1	TRUE	-0.0006473	0.9969	0.9999	TRUE	1.116	1.168e-16	3.02e-15	TRUE	-0.2621	0.1224	0.2908	TRUE	1.232	4.204e-13	9.934e-12	TRUE	1.288	2.95e-17	5.731e-16	TRUE	-0.15	0.2237	0.4534	TRUE	-0.189	0.09461	1	TRUE	0.9135	1.888e-10	5.444e-09	TRUE	1.004	4.5e-05	0.0004147
Rab3ip	_NE	NA	TRUE	-0.1153	0.4692	0.9959	TRUE	0.09051	0.4479	0.6723	TRUE	0.06482	0.5029	0.8188	TRUE	0.1957	0.2238	0.7195	TRUE	0.2191	0.1019	0.4727	TRUE	-0.002723	0.9882	0.9978	TRUE	-0.2049	0.2289	0.6259	TRUE	-0.07084	0.6885	0.849	TRUE	0.07478	0.5488	0.7971	TRUE	-0.2577	0.06149	0.1986	TRUE	-0.07024	0.5852	1	TRUE	0.06245	0.5789	0.9999	TRUE	-0.2616	0.0153	0.05192	TRUE	-0.1645	0.1479	0.3276	TRUE	-0.1502	0.2411	0.4084	TRUE	-0.3033	0.01752	0.04651	TRUE	0.2063	0.03808	0.165	TRUE	-0.04653	0.5565	1	TRUE	-0.3437	0.01957	0.08507	TRUE	-0.1721	0.2686	0.4498
Rab40b	_NE	NA	TRUE	-0.03207	0.8586	0.9983	TRUE	0.06835	0.6259	0.7977	TRUE	-0.011	0.9073	0.977	TRUE	0.2668	0.09913	0.6188	TRUE	0.07743	0.5601	0.838	TRUE	-0.2091	0.2752	0.894	TRUE	0.0004038	0.9981	0.9999	TRUE	0.1557	0.3646	0.6096	TRUE	-0.136	0.2952	0.6139	TRUE	-0.09846	0.4615	0.6905	TRUE	-0.03753	0.7339	1	TRUE	-0.3409	0.001198	0.1122	TRUE	0.01057	0.9368	0.9694	TRUE	-0.07893	0.4959	0.6926	TRUE	0.01473	0.9112	0.9491	TRUE	-0.2038	0.1126	0.2111	TRUE	0.1576	0.05998	0.2155	TRUE	-0.02144	0.8346	1	TRUE	-0.1967	0.07893	0.2276	TRUE	0.1255	0.5073	0.6781
