GeneID	Enrichment	Cluster	Expressed_4wpi_main	log2FC_4wpi_main	Pval_4wpi_main	FDR_4wpi_main	Expressed_8wpi_main	log2FC_8wpi_main	Pval_8wpi_main	FDR_8wpi_main	Expressed_12wpi_main	log2FC_12wpi_main	Pval_12wpi_main	FDR_12wpi_main	Expressed_14wpi_main	log2FC_14wpi_main	Pval_14wpi_main	FDR_14wpi_main	Expressed_16wpi_main	log2FC_16wpi_main	Pval_16wpi_main	FDR_16wpi_main	Expressed_18wpi_main	log2FC_18wpi_main	Pval_18wpi_main	FDR_18wpi_main	Expressed_20wpi_main	log2FC_20wpi_main	Pval_20wpi_main	FDR_20wpi_main	Expressed_term_main	log2FC_term_main	Pval_term_main	FDR_term_main	Expressed_8wpi_val	log2FC_8wpi_val	Pval_8wpi_val	FDR_8wpi_val	Expressed_term_val	log2FC_term_val	Pval_term_val	FDR_term_val	Expressed_8wpi_ko	log2FC_8wpi_ko	Pval_8wpi_ko	FDR_8wpi_ko	Expressed_8wpi_ip	log2FC_8wpi_ip	Pval_8wpi_ip	FDR_8wpi_ip	Expressed_term_ip	log2FC_term_ip	Pval_term_ip	FDR_term_ip	Expressed_8wpi_old	log2FC_8wpi_old	Pval_8wpi_old	FDR_8wpi_old	Expressed_term_young	log2FC_term_young	Pval_term_young	FDR_term_young	Expressed_term_old	log2FC_term_old	Pval_term_old	FDR_term_old	Expressed_8wpi_saline	log2FC_8wpi_saline	Pval_8wpi_saline	FDR_8wpi_saline	Expressed_8wpi_plasma	log2FC_8wpi_plasma	Pval_8wpi_plasma	FDR_8wpi_plasma	Expressed_term_saline	log2FC_term_saline	Pval_term_saline	FDR_term_saline	Expressed_term_plasma	log2FC_term_plasma	Pval_term_plasma	FDR_term_plasma
Adprh	_NE	NA	TRUE	0.1397	0.3478	0.9959	TRUE	-0.3341	0.002223	0.02884	TRUE	0.279	0.006758	0.1144	TRUE	0.1414	0.2862	0.7546	TRUE	-0.2257	0.1027	0.4738	TRUE	-0.184	0.3758	0.9404	TRUE	0.1613	0.3348	0.7159	TRUE	-0.1851	0.2809	0.5259	TRUE	-0.2049	0.1078	0.3796	TRUE	-0.07924	0.571	0.7734	TRUE	-0.08566	0.3393	1	TRUE	-0.1159	0.2778	0.9999	TRUE	0.0599	0.6031	0.7596	TRUE	-0.3846	0.0003434	0.004102	TRUE	-0.09244	0.4599	0.6302	TRUE	-0.1592	0.2496	0.3884	TRUE	-0.1426	0.05446	0.2036	TRUE	-0.06268	0.397	1	TRUE	0.001183	0.9905	0.995	TRUE	0.04605	0.7646	0.8667
Adprhl1	_NE	NA	FALSE	0.2785	0.7992	NA	FALSE	-2.025	0.1145	NA	FALSE	0.3073	0.8347	NA	FALSE	0.1509	0.8705	NA	FALSE	5.384	0.001708	NA	FALSE	-1.478	0.2069	NA	FALSE	0.2829	0.8295	NA	FALSE	0.02644	0.9821	NA	FALSE	1.792	0.275	NA	FALSE	3.464	0.06291	NA	FALSE	0.1244	0.9312	NA	FALSE	-0.1087	0.9336	NA	FALSE	0.294	0.8552	NA	FALSE	1.38	0.3673	NA	FALSE	0.1956	0.9018	NA	FALSE	0.7144	0.5923	NA	FALSE	-0.2821	0.7128	NA	FALSE	-0.112	0.8853	NA	FALSE	0.5953	0.5448	NA	FALSE	-0.02027	0.9767	NA
Adprhl2	_NE	NA	TRUE	0.1338	0.5107	0.9959	TRUE	-0.2948	0.05619	0.2104	TRUE	0.1313	0.3599	0.7307	TRUE	0.1288	0.4898	0.8578	TRUE	-0.2262	0.1913	0.5914	TRUE	-0.1471	0.5591	0.9788	TRUE	0.508	0.00839	0.1289	TRUE	0.1425	0.4856	0.712	TRUE	-0.2596	0.09799	0.3624	TRUE	0.05203	0.7677	0.8852	TRUE	0.1387	0.2659	1	TRUE	-0.004493	0.9775	0.9999	TRUE	0.1796	0.2808	0.4654	TRUE	-0.7151	1.615e-07	5.657e-06	TRUE	0.1041	0.5254	0.6864	TRUE	0.01416	0.9346	0.9613	TRUE	-0.1962	0.1432	0.3566	TRUE	-0.1555	0.1091	1	TRUE	0.1973	0.0931	0.2551	TRUE	0.4062	0.04705	0.1286
Adra1a	_NE	NA	TRUE	0.1368	0.6992	0.9959	TRUE	0.01531	0.9604	0.9842	TRUE	-0.2467	0.3998	0.7567	TRUE	-0.3031	0.4032	0.823	TRUE	-0.103	0.6804	0.8882	TRUE	0.168	0.6461	0.9825	TRUE	0.637	0.07902	0.404	TRUE	-0.1719	0.6078	0.802	TRUE	0.07599	0.7816	0.9158	TRUE	0.2988	0.3564	0.5983	TRUE	0.3941	0.2564	1	TRUE	-0.2792	0.2753	0.9999	TRUE	0.1997	0.4045	0.5932	TRUE	0.2431	0.3548	0.5658	TRUE	0.1576	0.6333	0.7704	TRUE	0.1111	0.697	0.8014	TRUE	-0.5489	0.01474	0.095	TRUE	0.021	0.9221	1	TRUE	0.5106	0.03281	0.1233	TRUE	0.2419	0.3544	0.5401
Adra1b	_NE	NA	TRUE	1.336	0.0015	0.3971	TRUE	-0.3013	0.3183	0.5615	TRUE	0.1222	0.6601	0.887	TRUE	0.3314	0.3917	0.8191	TRUE	-0.3193	0.3019	0.686	TRUE	-0.7726	0.09196	0.6869	TRUE	-0.2874	0.4039	0.7604	TRUE	-0.7964	0.04465	0.1537	TRUE	-0.3277	0.2329	0.5516	TRUE	-0.3085	0.4314	0.6658	TRUE	0.4436	0.2596	1	TRUE	-0.3047	0.3	0.9999	TRUE	-0.5727	0.09481	0.2139	TRUE	-0.3853	0.3303	0.5417	TRUE	-0.8412	0.003405	0.01488	TRUE	-0.3988	0.2579	0.3978	TRUE	-0.3243	0.2924	0.5272	TRUE	0.01803	0.9486	1	TRUE	0.1646	0.5256	0.7267	TRUE	0.06046	0.8423	0.9161
Adra1d	_NE	4	TRUE	-0.1086	0.6255	0.9959	TRUE	-0.392	0.001933	0.02621	TRUE	0.5193	3.032e-05	0.004396	TRUE	0.4623	0.00442	0.21	TRUE	-0.1705	0.2677	0.6592	TRUE	-0.1399	0.5784	0.9788	TRUE	-0.1399	0.4491	0.7895	TRUE	-0.4628	0.02891	0.1118	TRUE	-0.1317	0.4577	0.7397	TRUE	-0.5948	0.0004614	0.00426	TRUE	-0.119	0.4481	1	TRUE	0.08979	0.5921	0.9999	TRUE	-0.1996	0.1306	0.2706	TRUE	-0.5142	4.168e-05	0.0007088	TRUE	-0.3702	0.03684	0.1007	TRUE	-0.7505	0.0001878	0.0008819	TRUE	-0.02883	0.8162	0.9115	TRUE	-0.2342	0.02934	1	TRUE	-0.7321	0.09133	0.2518	TRUE	-0.242	0.1435	0.2916
Adra2a	AS	NA	TRUE	0.4311	0.1153	0.9959	TRUE	-0.06031	0.8231	0.9161	TRUE	0.1839	0.3636	0.7333	TRUE	0.1273	0.5872	0.8899	TRUE	0.2195	0.3009	0.6854	TRUE	0.1357	0.6589	0.9825	TRUE	0.2782	0.2176	0.6181	TRUE	-0.08467	0.7797	0.8976	TRUE	0.1115	0.6586	0.8549	TRUE	0.1742	0.4868	0.7107	TRUE	-0.02723	0.8653	1	TRUE	0.01609	0.9332	0.9999	TRUE	0.1169	0.5614	0.7267	TRUE	0.3514	0.1475	0.3268	TRUE	-0.2825	0.2202	0.3824	TRUE	0.187	0.3346	0.4812	TRUE	-0.2912	0.01688	0.1028	TRUE	-0.1152	0.3987	1	TRUE	0.1352	0.4592	0.6744	TRUE	-0.3986	0.1725	0.3312
Adra2b	_NE	NA	TRUE	1.276	0.1351	0.9959	FALSE	-0.6094	0.4665	NA	FALSE	-0.3763	0.6571	NA	FALSE	-2.134	0.0102	NA	FALSE	-0.6673	0.3628	NA	FALSE	-0.09814	0.9361	NA	TRUE	-1.682	0.09297	0.4361	FALSE	-0.4468	0.5667	NA	FALSE	1.667	0.01627	NA	TRUE	-2.499	0.0009987	0.008158	FALSE	0.7426	0.4906	NA	FALSE	0.5508	0.4926	NA	FALSE	-0.9379	0.3759	NA	FALSE	0.2089	0.7832	NA	FALSE	-1.981	0.02596	NA	FALSE	0.7946	0.5018	NA	FALSE	0.2598	0.7492	NA	FALSE	-0.07426	0.9088	NA	FALSE	0.399	0.567	NA	FALSE	-1.864	0.01698	NA
Adra2c	N	NA	TRUE	0.1673	0.483	0.9959	TRUE	-0.1106	0.4455	0.6706	TRUE	0.1745	0.2612	0.6542	TRUE	0.4121	0.05679	0.5397	TRUE	-0.03116	0.8622	0.9581	TRUE	0.04614	0.8546	0.9928	TRUE	0.3088	0.177	0.5709	TRUE	-0.1168	0.6449	0.8241	TRUE	-0.2863	0.1578	0.4582	TRUE	-0.08295	0.7544	0.8777	TRUE	-0.1083	0.4218	1	TRUE	0.04294	0.8073	0.9999	TRUE	-0.01629	0.9154	0.9571	TRUE	-0.1007	0.5171	0.7086	TRUE	-0.1478	0.4251	0.5979	TRUE	-0.3243	0.1052	0.2006	TRUE	-0.1166	0.2808	0.5149	TRUE	-0.2019	0.08839	1	TRUE	0.1829	0.1367	0.3286	TRUE	0.217	0.2859	0.4689
Adrb1	_NE	NA	TRUE	0.4748	0.06555	0.9959	TRUE	-0.2869	0.09378	0.2812	TRUE	0.225	0.2709	0.6615	TRUE	0.1181	0.5876	0.8899	TRUE	-0.1521	0.4366	0.7738	TRUE	-0.6351	0.05869	0.5812	TRUE	0.311	0.212	0.6113	TRUE	-0.3093	0.2451	0.4837	TRUE	-0.3419	0.08167	0.3298	TRUE	-0.1506	0.5325	0.7446	TRUE	0.2181	0.2789	1	TRUE	-0.1984	0.3478	0.9999	TRUE	-0.2925	0.08235	0.1927	TRUE	0.02667	0.884	0.9474	TRUE	-0.2779	0.1794	0.3309	TRUE	-0.1924	0.2737	0.4159	TRUE	-0.1561	0.2784	0.5132	TRUE	-0.1634	0.1941	1	TRUE	-0.04039	0.7916	0.9005	TRUE	0.09491	0.5795	0.7347
Adrb2	MG	NA	TRUE	0.2128	0.5882	0.9959	TRUE	0.2418	0.4921	0.7042	TRUE	0.4609	0.1844	0.5789	TRUE	0.2066	0.6127	0.8996	TRUE	0.07322	0.8257	0.9445	TRUE	0.5139	0.2046	0.8474	TRUE	0.1668	0.6723	0.8965	TRUE	0.949	0.01654	0.07351	TRUE	-0.4644	0.2429	0.5618	TRUE	0.6748	0.05377	0.1811	TRUE	0.2393	0.522	1	TRUE	-0.2151	0.5307	0.9999	TRUE	0.4296	0.1353	0.2775	TRUE	0.4359	0.2189	0.4224	TRUE	1.058	0.0002965	0.001838	TRUE	0.7973	0.003211	0.0109	TRUE	0.2466	0.3365	0.5675	TRUE	-0.07515	0.7618	1	TRUE	0.606	0.04054	0.1437	TRUE	0.6227	0.02213	0.07254
Adrb3	_NE	NA	FALSE	-0.007259	0.9917	NA	TRUE	-0.2064	0.6562	0.8168	TRUE	0.2992	0.6642	0.8888	TRUE	-0.4747	0.3284	0.7802	TRUE	0.05502	0.9144	0.974	TRUE	-0.6731	0.2288	0.8703	FALSE	0.883	0.24	NA	TRUE	-0.499	0.546	0.7585	FALSE	-0.5608	0.2348	NA	TRUE	-0.346	0.5074	0.727	TRUE	0.5353	0.3901	1	TRUE	-0.1223	0.8283	0.9999	TRUE	0.04106	0.9228	0.9616	TRUE	0.1284	0.7986	0.8975	TRUE	-0.5296	0.309	0.4835	FALSE	-0.8441	0.1805	NA	TRUE	-0.7825	0.02105	0.1167	TRUE	-0.4747	0.1924	1	TRUE	0.3442	0.4099	0.6327	TRUE	-0.1332	0.7635	0.8658
Adrbk1	_NE	NA	TRUE	0.09149	0.5743	0.9959	TRUE	-0.2584	0.02623	0.1359	TRUE	0.2217	0.01124	0.154	TRUE	0.07903	0.5143	0.8667	TRUE	-0.2054	0.08227	0.4406	TRUE	-0.06064	0.7303	0.986	TRUE	0.2061	0.1592	0.5442	TRUE	-0.3142	0.05839	0.1869	TRUE	-0.2022	0.1263	0.4105	TRUE	-0.3329	0.01674	0.07855	TRUE	0.07048	0.5568	1	TRUE	-0.008311	0.9366	0.9999	TRUE	-0.3038	0.003264	0.0145	TRUE	-0.2896	0.0002051	0.002684	TRUE	-0.1943	0.1038	0.2223	TRUE	-0.402	0.001203	0.004616	TRUE	-0.1444	0.1039	0.2963	TRUE	-0.138	0.04331	1	TRUE	-0.1325	0.2158	0.4409	TRUE	-0.05883	0.6727	0.8044
Adrbk2	AS	3	TRUE	-0.02013	0.8958	0.9991	TRUE	-0.1119	0.4902	0.7032	TRUE	0.1527	0.1706	0.5629	TRUE	-0.06147	0.6115	0.899	TRUE	0.04019	0.7562	0.9202	TRUE	-0.1083	0.5106	0.9744	TRUE	-0.04441	0.7822	0.9372	TRUE	-0.5381	0.006065	0.03329	TRUE	-0.1804	0.1766	0.4819	TRUE	-0.1205	0.4009	0.6374	TRUE	0.03428	0.7147	1	TRUE	-0.02848	0.7866	0.9999	TRUE	-0.2515	0.04734	0.1275	TRUE	0.146	0.1421	0.3202	TRUE	-0.4485	0.00101	0.005337	TRUE	-0.4765	0.00446	0.01448	TRUE	-0.3593	0.0003734	0.009026	TRUE	0.1174	0.1293	1	TRUE	-0.111	0.3625	0.5927	TRUE	-0.2801	0.05912	0.1518
Adrm1	_NE	NA	TRUE	0.1547	0.3354	0.9959	TRUE	-0.4938	5.175e-05	0.001867	TRUE	0.3257	0.006961	0.1164	TRUE	0.1048	0.4702	0.8522	TRUE	-0.4169	0.008986	0.1654	TRUE	-0.3039	0.223	0.8684	TRUE	0.3584	0.08823	0.4257	TRUE	-0.08215	0.6506	0.8272	TRUE	-0.1892	0.1069	0.3782	TRUE	-0.09605	0.5544	0.7605	TRUE	-0.04413	0.668	1	TRUE	-0.156	0.2686	0.9999	TRUE	0.2178	0.1038	0.2285	TRUE	-0.6897	7.558e-08	2.947e-06	TRUE	0.08297	0.5773	0.7277	TRUE	-0.07207	0.6724	0.7828	TRUE	-0.2177	0.01546	0.09797	TRUE	-0.1412	0.05875	1	TRUE	0.1609	0.1066	0.2788	TRUE	0.3167	0.09415	0.2144
Adsl	_NE	NA	TRUE	0.1154	0.528	0.9959	TRUE	-0.1022	0.4033	0.6371	TRUE	0.06201	0.6349	0.8777	TRUE	0.03467	0.8193	0.9615	TRUE	-0.04718	0.7643	0.9228	TRUE	-0.1215	0.5548	0.9788	TRUE	-0.01829	0.9161	0.9775	TRUE	0.2283	0.2074	0.4369	TRUE	-0.04524	0.7465	0.8992	TRUE	0.08687	0.5697	0.7727	TRUE	-0.1099	0.3947	1	TRUE	0.02326	0.8596	0.9999	TRUE	0.01572	0.895	0.9461	TRUE	-0.3076	0.01822	0.07887	TRUE	0.05201	0.7025	0.8169	TRUE	-0.06415	0.6405	0.7573	TRUE	-0.07103	0.4894	0.7008	TRUE	-0.1115	0.1953	1	TRUE	-0.0649	0.5974	0.7797	TRUE	0.02562	0.866	0.9295
Adss	_NE	NA	TRUE	-0.06673	0.6102	0.9959	TRUE	0.1698	0.1244	0.3316	TRUE	-0.06179	0.4776	0.8056	TRUE	0.001197	0.9919	0.9988	TRUE	0.1058	0.426	0.7679	TRUE	0.02448	0.884	0.9948	TRUE	-0.1602	0.2991	0.69	TRUE	-0.1994	0.2264	0.4609	TRUE	0.001927	0.9867	0.9947	TRUE	-0.0468	0.6969	0.8479	TRUE	0.03601	0.6939	1	TRUE	-0.05133	0.582	0.9999	TRUE	-0.2126	0.01999	0.06435	TRUE	0.1233	0.1369	0.3131	TRUE	-0.2825	0.009855	0.03543	TRUE	-0.1876	0.08647	0.1719	TRUE	0.08922	0.3066	0.5407	TRUE	0.002995	0.9647	1	TRUE	-0.2436	0.01166	0.05798	TRUE	-0.413	0.002185	0.01151
Adssl1	OL	1	TRUE	0.2708	0.2316	0.9959	TRUE	-0.1115	0.5087	0.7164	TRUE	-0.04234	0.8058	0.9427	TRUE	-0.04057	0.8536	0.9705	TRUE	-0.249	0.2425	0.6379	TRUE	0.06872	0.7736	0.9896	TRUE	0.397	0.1303	0.5034	TRUE	0.8894	4.655e-05	0.0005589	TRUE	0.1983	0.3553	0.6652	TRUE	0.7395	0.0002998	0.002927	TRUE	-0.09261	0.56	1	TRUE	-0.2345	0.2462	0.9999	TRUE	0.9512	1.853e-13	3.814e-12	TRUE	-0.1191	0.5656	0.7457	TRUE	0.7249	0.0001408	0.0009545	TRUE	0.8962	1.288e-08	1.223e-07	TRUE	0.04642	0.7954	0.9004	TRUE	-0.08661	0.4285	1	TRUE	0.6724	0.0014	0.01079	TRUE	0.7666	0.0028	0.01404
Aebp1	_NE	1	TRUE	0.5273	0.0114	0.8007	TRUE	-0.7026	4.462e-05	0.001693	TRUE	-0.7479	0.01702	0.1883	TRUE	-0.7118	0.0143	0.3503	TRUE	-0.5721	0.03913	0.3345	TRUE	0.5139	0.05442	0.5656	TRUE	-0.2261	0.228	0.6248	TRUE	1.43	1.245e-05	0.0001749	TRUE	0.8873	0.01025	0.1043	TRUE	1.833	4.94e-07	9.761e-06	TRUE	-0.03582	0.8158	1	TRUE	0.176	0.4775	0.9999	TRUE	2.616	7.884e-43	7.509e-41	TRUE	-0.7472	0.01242	0.06106	TRUE	2.314	7.187e-23	3.94e-21	TRUE	3.243	9.617e-53	8.088e-51	TRUE	-0.1685	0.357	0.5876	TRUE	-0.1162	0.4755	1	TRUE	1.787	1.53e-17	1.027e-15	TRUE	1.593	1.953e-09	4.255e-08
Aebp2	_NE	NA	TRUE	-0.1355	0.3504	0.9959	TRUE	0.286	0.005676	0.05398	TRUE	-0.1281	0.1557	0.5457	TRUE	0.04252	0.7408	0.9385	TRUE	0.06455	0.686	0.8911	TRUE	-0.02371	0.8927	0.9957	TRUE	-0.1413	0.3378	0.7189	TRUE	0.0295	0.8579	0.9371	TRUE	0.3475	0.001775	0.03216	TRUE	-0.01955	0.8784	0.9436	TRUE	0.06163	0.5408	1	TRUE	0.08432	0.4286	0.9999	TRUE	-0.1185	0.2243	0.4	TRUE	0.1892	0.04087	0.1392	TRUE	-0.06257	0.5881	0.7352	TRUE	-0.02857	0.7988	0.8735	TRUE	0.217	0.004611	0.04688	TRUE	-0.02484	0.7742	1	TRUE	-0.03827	0.6925	0.8434	TRUE	-0.1753	0.2031	0.3715
Aen	_NE	NA	TRUE	0.0658	0.7669	0.9959	TRUE	-0.1907	0.1859	0.4149	TRUE	0.2066	0.1902	0.5854	TRUE	-0.06189	0.7292	0.9357	TRUE	-0.02928	0.8705	0.9612	TRUE	-0.1919	0.4103	0.9534	TRUE	0.3402	0.11	0.4667	TRUE	0.05319	0.8062	0.9118	TRUE	0.1218	0.4625	0.7429	TRUE	0.073	0.6812	0.8384	TRUE	0.09553	0.5186	1	TRUE	0.06776	0.7083	0.9999	TRUE	0.2756	0.05227	0.1371	TRUE	-0.1977	0.2041	0.4034	TRUE	0.03114	0.8522	0.9139	TRUE	0.07652	0.6728	0.7829	TRUE	-0.008977	0.9364	0.9727	TRUE	-0.283	0.004942	1	TRUE	0.0355	0.7847	0.8967	TRUE	0.1315	0.465	0.6419
Aes	_NE	NA	TRUE	0.366	0.02867	0.975	TRUE	-0.2794	0.03548	0.1615	TRUE	0.3564	0.0003059	0.01755	TRUE	0.1711	0.2271	0.7208	TRUE	-0.2689	0.1479	0.5397	TRUE	-0.2347	0.2608	0.8876	TRUE	0.1672	0.3139	0.7015	TRUE	-0.2646	0.1096	0.2885	TRUE	-0.3357	0.03054	0.198	TRUE	-0.4972	0.005094	0.03106	TRUE	-0.05817	0.6094	1	TRUE	-0.04431	0.6943	0.9999	TRUE	-0.2396	0.04512	0.1229	TRUE	-0.4133	4.825e-06	0.000109	TRUE	-0.3072	0.01835	0.05828	TRUE	-0.3893	0.005343	0.01689	TRUE	-0.1644	0.07674	0.2512	TRUE	-0.09812	0.1773	1	TRUE	-0.1257	0.2687	0.5	TRUE	0.00187	0.9912	0.9956
AF067061	_NE	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.458e-15	1	NA	FALSE	-1.888e-15	1	NA	FALSE	1.65e-15	1	NA	FALSE	-1.23e-16	1	NA
AF067063	_NE	NA	FALSE	0	1	NA	FALSE	2.714	0.1025	NA	FALSE	-0.4859	0.7459	NA	FALSE	1.825	0.2725	NA	FALSE	0	1	NA	FALSE	-1.905	0.2522	NA	FALSE	0	1	NA	FALSE	-1.746	0.2997	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	-2.695	0.1056	NA	FALSE	-1.765	0.2946	NA	FALSE	0	1	NA	FALSE	1.978	0.2228	NA	FALSE	-0.6615	0.6595	NA	FALSE	0.427	0.7259	NA	FALSE	-1.888e-15	1	NA	FALSE	1.65e-15	1	NA	FALSE	-1.734	0.1813	NA
AF251705	MG	2	TRUE	0.1567	0.6345	0.9959	TRUE	0.3236	0.1803	0.4074	TRUE	-0.04907	0.8528	0.9611	TRUE	-0.1246	0.7149	0.9297	TRUE	0.5304	0.1527	0.5455	TRUE	1.703	1.487e-06	0.0002104	TRUE	1.639	4.679e-05	0.00268	TRUE	2.806	1.565e-20	1.798e-18	TRUE	-0.3218	0.2273	0.5445	TRUE	2.191	1.47e-18	1.4e-16	TRUE	0.09544	0.7401	1	TRUE	0.2514	0.3782	0.9999	TRUE	2.538	6.112e-33	3.841e-31	TRUE	0.02107	0.9335	0.972	TRUE	2.93	2.639e-32	2.946e-30	TRUE	2.915	7.388e-58	7.241e-56	TRUE	0.09735	0.6767	0.8298	TRUE	-0.271	0.1399	1	TRUE	2.309	5.813e-25	9.916e-23	TRUE	2.399	3.112e-29	4.53e-27
AF357355	_NE	NA	FALSE	-0.3875	0.6388	NA	FALSE	-0.1253	0.885	NA	FALSE	-1.066	0.1187	NA	FALSE	-0.2858	0.6826	NA	FALSE	-0.09331	0.8824	NA	FALSE	-0.2505	0.7769	NA	FALSE	0.8738	0.4365	NA	FALSE	-1.533	0.04633	NA	FALSE	-0.6006	0.5434	NA	FALSE	-3.292	0.04833	NA	FALSE	1.763	0.1901	NA	FALSE	-0.1038	0.8846	NA	FALSE	-0.3855	0.5112	NA	FALSE	-0.3123	0.6243	NA	FALSE	-1.131	0.1745	NA	FALSE	-0.7256	0.2429	NA	FALSE	-0.9964	0.1116	NA	FALSE	0.3975	0.4702	NA	FALSE	0.8636	0.1493	NA	FALSE	-1.223	0.09492	NA
AF357359	_NE	NA	TRUE	-0.0426	0.8217	0.9983	TRUE	0.2422	0.1732	0.3973	TRUE	0.008797	0.9522	0.9881	TRUE	-0.212	0.2941	0.7603	TRUE	0.05087	0.781	0.9282	TRUE	0.05305	0.8165	0.9899	TRUE	-0.06288	0.7754	0.9353	TRUE	-0.5379	0.02942	0.1132	TRUE	0.08927	0.6913	0.8721	TRUE	-0.2542	0.2378	0.4758	TRUE	0.1396	0.5581	1	TRUE	0.08437	0.5479	0.9999	TRUE	-0.465	0.0008161	0.00438	TRUE	0.1995	0.143	0.3216	TRUE	-0.5854	0.0005952	0.003385	TRUE	-0.578	0.0006695	0.002762	TRUE	0.2787	0.05717	0.2094	TRUE	0.1144	0.3199	1	TRUE	-0.2311	0.1085	0.2824	TRUE	-0.7663	0.003044	0.015
AF357425	_NE	NA	FALSE	-1.44	0.1765	NA	FALSE	-0.72	0.4535	NA	FALSE	-0.8114	0.4218	NA	FALSE	-0.369	0.752	NA	FALSE	0.2799	0.7511	NA	FALSE	0.7262	0.4765	NA	FALSE	-0.002102	0.9977	NA	FALSE	-1.144	0.3215	NA	FALSE	-2.76	0.08488	NA	FALSE	3.476	0.06202	NA	FALSE	-1.589	0.2387	NA	FALSE	1.207	0.2145	NA	FALSE	1.348	0.2715	NA	FALSE	0.7832	0.3962	NA	FALSE	-1.018	0.3574	NA	FALSE	-0.3094	0.7767	NA	FALSE	0.5375	0.4632	NA	FALSE	0.6511	0.3555	NA	FALSE	0.3114	0.7136	NA	FALSE	-2.762	0.01239	NA
AF357426	_NE	NA	TRUE	-0.3738	0.5559	0.9959	TRUE	0.2619	0.6121	0.7903	TRUE	-0.6057	0.1892	0.5838	TRUE	0.1555	0.8029	0.9582	TRUE	-0.2534	0.6694	0.8833	TRUE	0.423	0.5603	0.9788	TRUE	0.1021	0.8682	0.9651	TRUE	-1.829	0.02105	0.08851	FALSE	1.201	0.2275	NA	FALSE	-1.727	0.01761	NA	FALSE	-0.4923	0.6307	NA	TRUE	0.6495	0.2234	0.9954	TRUE	-0.8702	0.05638	0.1451	TRUE	0.5822	0.3273	0.5392	TRUE	-1.344	0.01614	0.05269	TRUE	-1.343	0.009087	0.02652	FALSE	-0.232	0.5784	NA	TRUE	0.4398	0.2425	1	TRUE	-1.197	0.01371	0.06531	TRUE	-1.784	0.002073	0.01104
AF366264	_NE	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	-1.882	0.25	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.458e-15	1	NA	FALSE	-1.888e-15	1	NA	FALSE	1.65e-15	1	NA	FALSE	-1.23e-16	1	NA
AF529169	_NE	NA	TRUE	-0.6196	0.2186	0.9959	TRUE	-0.7919	0.01823	0.1102	TRUE	-0.335	0.3064	0.6935	TRUE	-0.217	0.5664	0.881	TRUE	-0.456	0.2068	0.6041	TRUE	0.07511	0.8431	0.9927	TRUE	-0.007258	0.9863	0.9972	TRUE	-0.9013	0.06893	0.2104	FALSE	0.2946	0.4783	NA	TRUE	-0.2353	0.5599	0.7647	TRUE	1.001	0.0294	1	TRUE	0.2802	0.3639	0.9999	TRUE	-0.158	0.6461	0.7891	TRUE	0.2377	0.4006	0.6073	TRUE	-0.7814	0.0169	0.05461	TRUE	0.09919	0.7923	0.8685	TRUE	-0.7583	0.00415	0.04416	TRUE	0.007514	0.973	1	TRUE	-0.06127	0.8188	0.9146	TRUE	-0.8067	0.01344	0.04925
Afap1	_NE	NA	TRUE	0.05945	0.734	0.9959	TRUE	-0.05087	0.6785	0.8294	TRUE	-0.155	0.2214	0.6177	TRUE	-0.1267	0.4339	0.8366	TRUE	-0.09733	0.4961	0.8052	TRUE	-0.006889	0.9708	0.9975	TRUE	-0.05327	0.7529	0.928	TRUE	0.009792	0.9574	0.9833	TRUE	0.06781	0.6606	0.8557	TRUE	0.01526	0.9262	0.9675	TRUE	-0.1473	0.2589	1	TRUE	-0.02418	0.8298	0.9999	TRUE	-0.01544	0.8876	0.9415	TRUE	-0.06979	0.5827	0.7595	TRUE	0.2002	0.2102	0.3704	TRUE	0.2316	0.07624	0.1554	TRUE	-0.007838	0.9314	0.9703	TRUE	-0.08058	0.3705	1	TRUE	0.07213	0.5264	0.7269	TRUE	0.1041	0.5213	0.6887
